pair,name,operations,sample,wall_ns,allocated_words
2,eta_signal.raw.failed_retry.depth_1.position_last,524288,2,1041.069027,1227.000454
2,eta_signal.raw.failed_retry.depth_1.position_last,524288,3,1028.955467,1227.000454
2,eta_signal.raw.failed_retry.depth_1.position_last,524288,4,990.569788,1227.000454
2,eta_signal.raw.failed_retry.depth_1.position_last,524288,5,989.419732,1227.000454
2,eta_signal.raw.failed_retry.depth_1.position_last,524288,6,991.294655,1227.000454
2,eta_signal.raw.failed_retry.depth_1.position_last,524288,7,1020.084710,1227.000454
2,eta_signal.raw.failed_retry.depth_1.position_last,524288,8,1031.964985,1227.000454
2,eta_signal.raw.failed_retry.depth_1.position_last,524288,9,1031.824013,1227.000454
2,eta_signal.raw.successful.depth_10.position_none,524288,1,1466.255526,1409.000454
2,eta_signal.raw.successful.depth_10.position_none,524288,2,1472.832082,1409.000454
2,eta_signal.raw.successful.depth_10.position_none,524288,3,1473.276370,1409.000454
2,eta_signal.raw.successful.depth_10.position_none,524288,4,1453.001005,1409.000454
2,eta_signal.raw.successful.depth_10.position_none,524288,5,1455.278380,1409.000454
2,eta_signal.raw.successful.depth_10.position_none,524288,6,1454.727226,1409.000454
2,eta_signal.raw.successful.depth_10.position_none,524288,7,1454.674020,1409.000454
2,eta_signal.raw.successful.depth_10.position_none,524288,8,1473.657449,1409.000454
2,eta_signal.raw.successful.depth_10.position_none,524288,9,1472.983968,1409.000454
2,eta_signal.raw.failed_retry.depth_10.position_last,262144,1,2550.109457,2199.000908
2,eta_signal.raw.failed_retry.depth_10.position_last,262144,2,2552.055776,2199.000908
2,eta_signal.raw.failed_retry.depth_10.position_last,262144,3,2556.186701,2199.000908
2,eta_signal.raw.failed_retry.depth_10.position_last,262144,4,2554.260391,2199.000908
2,eta_signal.raw.failed_retry.depth_10.position_last,262144,5,2569.976459,2199.000908
2,eta_signal.raw.failed_retry.depth_10.position_last,262144,6,2571.952791,2199.000908
2,eta_signal.raw.failed_retry.depth_10.position_last,262144,7,2573.478014,2199.000908
2,eta_signal.raw.failed_retry.depth_10.position_last,262144,8,2572.330231,2199.000908
2,eta_signal.raw.failed_retry.depth_10.position_last,262144,9,2574.337486,2199.000908
2,eta_signal.raw.failed_retry.depth_10.position_first,262144,1,1943.793905,1839.000908
2,eta_signal.raw.failed_retry.depth_10.position_first,262144,2,1947.772944,1839.000908
2,eta_signal.raw.failed_retry.depth_10.position_first,262144,3,1947.326382,1839.000908
2,eta_signal.raw.failed_retry.depth_10.position_first,262144,4,1947.974852,1839.000908
2,eta_signal.raw.failed_retry.depth_10.position_first,262144,5,1947.067176,1839.000908
2,eta_signal.raw.failed_retry.depth_10.position_first,262144,6,1949.878424,1839.000908
2,eta_signal.raw.failed_retry.depth_10.position_first,262144,7,1951.785634,1839.000908
2,eta_signal.raw.failed_retry.depth_10.position_first,262144,8,1950.981641,1839.000908
2,eta_signal.raw.failed_retry.depth_10.position_first,262144,9,1948.264980,1839.000908
2,eta_signal.raw.failed_retry.depth_10.position_middle,262144,1,2228.722224,1999.000908
2,eta_signal.raw.failed_retry.depth_10.position_middle,262144,2,2229.816346,1999.000908
2,eta_signal.raw.failed_retry.depth_10.position_middle,262144,3,2227.786354,1999.000908
2,eta_signal.raw.failed_retry.depth_10.position_middle,262144,4,2226.726792,1999.000908
2,eta_signal.raw.failed_retry.depth_10.position_middle,262144,5,2189.941370,1999.000908
2,eta_signal.raw.failed_retry.depth_10.position_middle,262144,6,2183.063771,1999.000908
2,eta_signal.raw.failed_retry.depth_10.position_middle,262144,7,2202.265932,1999.000908
2,eta_signal.raw.failed_retry.depth_10.position_middle,262144,8,2184.303412,1999.000908
2,eta_signal.raw.failed_retry.depth_10.position_middle,262144,9,2169.295840,1999.000908
2,eta_signal.raw.successful.depth_100.position_none,65536,1,10201.936675,7529.003632
2,eta_signal.raw.successful.depth_100.position_none,65536,2,10187.377484,7529.003632
2,eta_signal.raw.successful.depth_100.position_none,65536,3,10149.688023,7529.003632
2,eta_signal.raw.successful.depth_100.position_none,65536,4,10201.812984,7529.003632
2,eta_signal.raw.successful.depth_100.position_none,65536,5,10193.438357,7529.003632
2,eta_signal.raw.successful.depth_100.position_none,65536,6,10183.670383,7529.003632
2,eta_signal.raw.successful.depth_100.position_none,65536,7,10178.038792,7529.003632
2,eta_signal.raw.successful.depth_100.position_none,65536,8,10196.228686,7529.003632
2,eta_signal.raw.successful.depth_100.position_none,65536,9,10233.339708,7529.003632
2,eta_signal.raw.failed_retry.depth_100.position_last,32768,1,17566.984752,11919.007263
2,eta_signal.raw.failed_retry.depth_100.position_last,32768,2,17555.386876,11919.007263
2,eta_signal.raw.failed_retry.depth_100.position_last,32768,3,17561.156710,11919.007263
2,eta_signal.raw.failed_retry.depth_100.position_last,32768,4,17548.765754,11919.007263
2,eta_signal.raw.failed_retry.depth_100.position_last,32768,5,17538.361135,11919.007263
2,eta_signal.raw.failed_retry.depth_100.position_last,32768,6,17544.036382,11919.007263
2,eta_signal.raw.failed_retry.depth_100.position_last,32768,7,17568.483599,11919.007263
2,eta_signal.raw.failed_retry.depth_100.position_last,32768,8,17563.965230,11919.007263
