pair,boundary,side,workload,operations,sample,wall_ns,allocated_words
2,public,reference,changed.depth_1,16777216,4,51.077549,6.000001
2,public,reference,changed.depth_1,16777216,5,51.212481,6.000001
2,public,reference,changed.depth_1,16777216,6,51.236086,6.000001
2,public,reference,changed.depth_1,16777216,7,51.460091,6.000001
2,public,reference,changed.depth_1,16777216,8,51.589666,6.000001
2,public,reference,changed.depth_1,16777216,9,51.541434,6.000001
2,public,finalist,changed.depth_1,131072,1,5803.040040,3833.000641
2,public,finalist,changed.depth_1,131072,2,5685.051292,3833.000641
2,public,finalist,changed.depth_1,131072,3,5735.062587,3833.000641
2,public,finalist,changed.depth_1,131072,4,5718.147804,3833.000641
2,public,finalist,changed.depth_1,131072,5,5747.131581,3833.000641
2,public,finalist,changed.depth_1,131072,6,5792.571756,3833.000641
2,public,finalist,changed.depth_1,131072,7,5767.335097,3833.000641
2,public,finalist,changed.depth_1,131072,8,5781.319487,3833.000641
2,public,finalist,changed.depth_1,131072,9,5786.110705,3833.000641
2,raw,reference,changed.depth_10,4194304,1,132.796742,6.000002
2,raw,reference,changed.depth_10,4194304,2,133.751882,6.000002
2,raw,reference,changed.depth_10,4194304,3,121.503376,6.000002
2,raw,reference,changed.depth_10,4194304,4,114.774480,6.000002
2,raw,reference,changed.depth_10,4194304,5,114.454792,6.000002
2,raw,reference,changed.depth_10,4194304,6,113.942406,6.000002
2,raw,reference,changed.depth_10,4194304,7,114.433988,6.000002
2,raw,reference,changed.depth_10,4194304,8,114.544832,6.000002
2,raw,reference,changed.depth_10,4194304,9,114.483612,6.000002
2,raw,finalist,changed.depth_10,4194304,1,162.650849,0.000002
2,raw,finalist,changed.depth_10,4194304,2,162.808192,0.000002
2,raw,finalist,changed.depth_10,4194304,3,163.329389,0.000002
2,raw,finalist,changed.depth_10,4194304,4,163.284824,0.000002
2,raw,finalist,changed.depth_10,4194304,5,160.488128,0.000002
2,raw,finalist,changed.depth_10,4194304,6,160.881257,0.000002
2,raw,finalist,changed.depth_10,4194304,7,160.610455,0.000002
2,raw,finalist,changed.depth_10,4194304,8,160.667696,0.000002
2,raw,finalist,changed.depth_10,4194304,9,160.715103,0.000002
2,public,reference,changed.depth_10,4194304,1,121.406288,6.000002
2,public,reference,changed.depth_10,4194304,2,124.034443,6.000002
2,public,reference,changed.depth_10,4194304,3,125.715246,6.000002
2,public,reference,changed.depth_10,4194304,4,125.703309,6.000002
2,public,reference,changed.depth_10,4194304,5,123.641030,6.000002
2,public,reference,changed.depth_10,4194304,6,116.519175,6.000002
2,public,reference,changed.depth_10,4194304,7,114.496743,6.000002
2,public,reference,changed.depth_10,4194304,8,115.566991,6.000002
2,public,reference,changed.depth_10,4194304,9,115.697901,6.000002
2,public,finalist,changed.depth_10,131072,1,6890.968507,4058.000641
2,public,finalist,changed.depth_10,131072,2,6808.983017,4058.000641
2,public,finalist,changed.depth_10,131072,3,6865.089745,4058.000641
2,public,finalist,changed.depth_10,131072,4,6863.479939,4058.000641
2,public,finalist,changed.depth_10,131072,5,6829.613994,4058.000641
2,public,finalist,changed.depth_10,131072,6,6876.374755,4058.000641
2,public,finalist,changed.depth_10,131072,7,6862.615919,4058.000641
2,public,finalist,changed.depth_10,131072,8,6838.150512,4058.000641
2,public,finalist,changed.depth_10,131072,9,6835.167369,4058.000641
2,raw,reference,changed.depth_100,524288,1,1134.382273,6.000019
2,raw,reference,changed.depth_100,524288,2,1123.562015,6.000019
2,raw,reference,changed.depth_100,524288,3,1015.312137,6.000019
2,raw,reference,changed.depth_100,524288,4,1015.912858,6.000019
2,raw,reference,changed.depth_100,524288,5,1016.012448,6.000019
2,raw,reference,changed.depth_100,524288,6,1016.330771,6.000019
2,raw,reference,changed.depth_100,524288,7,1018.371677,6.000019
2,raw,reference,changed.depth_100,524288,8,1018.661351,6.000019
2,raw,reference,changed.depth_100,524288,9,1018.688181,6.000019
2,raw,finalist,changed.depth_100,524288,1,1349.628747,0.000019
2,raw,finalist,changed.depth_100,524288,2,1352.023901,0.000019
2,raw,finalist,changed.depth_100,524288,3,1350.726961,0.000019
2,raw,finalist,changed.depth_100,524288,4,1351.993433,0.000019
2,raw,finalist,changed.depth_100,524288,5,1347.746093,0.000019
2,raw,finalist,changed.depth_100,524288,6,1349.327249,0.000019
2,raw,finalist,changed.depth_100,524288,7,1350.162620,0.000019
2,raw,finalist,changed.depth_100,524288,8,1342.883934,0.000019
2,raw,finalist,changed.depth_100,524288,9,1329.860424,0.000019
2,public,reference,changed.depth_100,524288,1,1164.464720,6.000019
2,public,reference,changed.depth_100,524288,2,1164.600235,6.000019
2,public,reference,changed.depth_100,524288,3,1144.544512,6.000019
2,public,reference,changed.depth_100,524288,4,1132.541911,6.000019
2,public,reference,changed.depth_100,524288,5,1132.703801,6.000019
2,public,reference,changed.depth_100,524288,6,1132.248144,6.000019
2,public,reference,changed.depth_100,524288,7,1132.585567,6.000019
2,public,reference,changed.depth_100,524288,8,1132.272700,6.000019
2,public,reference,changed.depth_100,524288,9,1113.613052,6.000019
2,public,finalist,changed.depth_100,32768,1,24241.795472,7124.002563
2,public,finalist,changed.depth_100,32768,2,24289.278372,7124.002563
2,public,finalist,changed.depth_100,32768,3,24262.575607,7124.002563
2,public,finalist,changed.depth_100,32768,4,24259.643396,7124.002563
2,public,finalist,changed.depth_100,32768,5,24309.418222,7124.002563
2,public,finalist,changed.depth_100,32768,6,24287.779524,7124.002563
2,public,finalist,changed.depth_100,32768,7,24313.594622,7124.002563
2,public,finalist,changed.depth_100,32768,8,24286.870030,7124.002563
2,public,finalist,changed.depth_100,32768,9,24305.845727,7124.002563
2,raw,reference,cutoff.depth_10,16777216,1,32.887286,0.000001
2,raw,reference,cutoff.depth_10,16777216,2,32.906712,0.000001
2,raw,reference,cutoff.depth_10,16777216,3,32.894079,0.000001
2,raw,reference,cutoff.depth_10,16777216,4,32.902776,0.000001
2,raw,reference,cutoff.depth_10,16777216,5,32.932874,0.000001
2,raw,reference,cutoff.depth_10,16777216,6,32.921207,0.000001
2,raw,reference,cutoff.depth_10,16777216,7,32.899976,0.000001
2,raw,reference,cutoff.depth_10,16777216,8,32.892643,0.000001
2,raw,reference,cutoff.depth_10,16777216,9,32.902719,0.000001
2,raw,finalist,cutoff.depth_10,16777216,1,48.897022,0.000001
2,raw,finalist,cutoff.depth_10,16777216,2,48.865914,0.000001
2,raw,finalist,cutoff.depth_10,16777216,3,48.905250,0.000001
2,raw,finalist,cutoff.depth_10,16777216,4,48.914188,0.000001
2,raw,finalist,cutoff.depth_10,16777216,5,48.885880,0.000001
2,raw,finalist,cutoff.depth_10,16777216,6,48.872351,0.000001
2,raw,finalist,cutoff.depth_10,16777216,7,50.934077,0.000001
2,raw,finalist,cutoff.depth_10,16777216,8,50.371298,0.000001
2,raw,finalist,cutoff.depth_10,16777216,9,48.586671,0.000001
2,public,reference,cutoff.depth_10,16777216,1,32.904680,0.000001
2,public,reference,cutoff.depth_10,16777216,2,32.886021,0.000001
2,public,reference,cutoff.depth_10,16777216,3,32.886746,0.000001
2,public,reference,cutoff.depth_10,16777216,4,32.874652,0.000001
2,public,reference,cutoff.depth_10,16777216,5,32.049897,0.000001
2,public,reference,cutoff.depth_10,16777216,6,30.862026,0.000001
2,public,reference,cutoff.depth_10,16777216,7,30.843381,0.000001
2,public,reference,cutoff.depth_10,16777216,8,30.844447,0.000001
2,public,reference,cutoff.depth_10,16777216,9,30.860548,0.000001
2,public,finalist,cutoff.depth_10,131072,1,4192.161214,2351.000641
2,public,finalist,cutoff.depth_10,131072,2,4212.166459,2351.000641
2,public,finalist,cutoff.depth_10,131072,3,4216.719390,2351.000641
2,public,finalist,cutoff.depth_10,131072,4,4220.710252,2351.000641
2,public,finalist,cutoff.depth_10,131072,5,4215.698937,2351.000641
2,public,finalist,cutoff.depth_10,131072,6,4200.934200,2351.000641
2,public,finalist,cutoff.depth_10,131072,7,4247.604011,2351.000641
2,public,finalist,cutoff.depth_10,131072,8,4185.067155,2351.000641
2,public,finalist,cutoff.depth_10,131072,9,4223.969881,2351.000641
2,raw,reference,dynamic.switch,4194304,1,147.007711,49.000002
2,raw,reference,dynamic.switch,4194304,2,149.938330,49.000002
2,raw,reference,dynamic.switch,4194304,3,141.036992,49.000002
2,raw,reference,dynamic.switch,4194304,4,144.228238,49.000002
2,raw,reference,dynamic.switch,4194304,5,141.436828,49.000002
2,raw,reference,dynamic.switch,4194304,6,142.514921,49.000002
2,raw,reference,dynamic.switch,4194304,7,143.624561,49.000002
2,raw,reference,dynamic.switch,4194304,8,140.951158,49.000002
2,raw,reference,dynamic.switch,4194304,9,144.413718,49.000002
2,raw,finalist,dynamic.switch,4194304,1,125.874806,47.000002
2,raw,finalist,dynamic.switch,4194304,2,125.784652,47.000002
2,raw,finalist,dynamic.switch,4194304,3,125.414601,47.000002
2,raw,finalist,dynamic.switch,4194304,4,126.235705,47.000002
2,raw,finalist,dynamic.switch,4194304,5,127.089265,47.000002
2,raw,finalist,dynamic.switch,4194304,6,126.079556,47.000002
2,raw,finalist,dynamic.switch,4194304,7,126.329155,47.000002
2,raw,finalist,dynamic.switch,4194304,8,126.204270,47.000002
2,raw,finalist,dynamic.switch,4194304,9,125.786983,47.000002
2,public,reference,dynamic.switch,4194304,1,139.512110,49.000002
2,public,reference,dynamic.switch,4194304,2,142.088652,49.000002
2,public,reference,dynamic.switch,4194304,3,140.219697,49.000002
2,public,reference,dynamic.switch,4194304,4,144.919852,49.000002
2,public,reference,dynamic.switch,4194304,5,142.527313,49.000002
2,public,reference,dynamic.switch,4194304,6,143.114562,49.000002
2,public,reference,dynamic.switch,4194304,7,145.602257,49.000002
2,public,reference,dynamic.switch,4194304,8,143.257182,49.000002
2,public,reference,dynamic.switch,4194304,9,145.452759,49.000002
2,public,finalist,dynamic.switch,16384,1,133308.290970,4073.007507
2,public,finalist,dynamic.switch,16384,2,148998.835357,4081.005188
2,public,finalist,dynamic.switch,16384,3,174650.151166,4073.005127
2,public,finalist,dynamic.switch,16384,4,187144.236406,4073.005127
2,public,finalist,dynamic.switch,16384,5,244768.074481,4073.005127
2,public,finalist,dynamic.switch,16384,6,263325.928245,4089.007874
2,public,finalist,dynamic.switch,16384,7,300760.977552,4073.005127
2,public,finalist,dynamic.switch,16384,8,392513.669794,4073.005127
2,public,finalist,dynamic.switch,16384,9,391717.287130,4073.005127
2,raw,reference,map.data_change.10000,2097152,1,296.411940,186.000005
2,raw,reference,map.data_change.10000,2097152,2,298.929194,186.000005
2,raw,reference,map.data_change.10000,2097152,3,301.056389,186.000005
2,raw,reference,map.data_change.10000,2097152,4,306.784727,186.000005
2,raw,reference,map.data_change.10000,2097152,5,306.242441,186.000005
2,raw,reference,map.data_change.10000,2097152,6,307.080313,186.000005
2,raw,reference,map.data_change.10000,2097152,7,300.541387,186.000005
2,raw,reference,map.data_change.10000,2097152,8,299.931571,186.000005
2,raw,reference,map.data_change.10000,2097152,9,301.005798,186.000005
2,raw,finalist,map.data_change.10000,4194304,1,222.065239,214.000002
2,raw,finalist,map.data_change.10000,4194304,2,224.299185,214.000002
2,raw,finalist,map.data_change.10000,4194304,3,222.264759,214.000002
2,raw,finalist,map.data_change.10000,4194304,4,226.059910,214.000002
2,raw,finalist,map.data_change.10000,4194304,5,225.811675,214.000002
2,raw,finalist,map.data_change.10000,4194304,6,221.484470,214.000002
2,raw,finalist,map.data_change.10000,4194304,7,221.099583,214.000002
2,raw,finalist,map.data_change.10000,4194304,8,224.309872,214.000002
2,raw,finalist,map.data_change.10000,4194304,9,220.870220,214.000002
2,public,reference,map.data_change.10000,2097152,1,295.475047,186.000005
2,public,reference,map.data_change.10000,2097152,2,298.793339,186.000005
2,public,reference,map.data_change.10000,2097152,3,298.092914,186.000005
2,public,reference,map.data_change.10000,2097152,4,295.555651,186.000005
2,public,reference,map.data_change.10000,2097152,5,296.866460,186.000005
2,public,reference,map.data_change.10000,2097152,6,299.471822,186.000005
2,public,reference,map.data_change.10000,2097152,7,295.702534,186.000005
2,public,reference,map.data_change.10000,2097152,8,297.906809,186.000005
2,public,reference,map.data_change.10000,2097152,9,297.379529,186.000005
2,public,finalist,map.data_change.10000,4096,1,168683.822267,4257.020508
2,public,finalist,map.data_change.10000,4096,2,167721.707840,4257.020508
2,public,finalist,map.data_change.10000,4096,3,167847.436387,4257.020508
2,public,finalist,map.data_change.10000,4096,4,167899.415828,4257.020508
2,public,finalist,map.data_change.10000,4096,5,168024.445884,4257.020508
2,public,finalist,map.data_change.10000,4096,6,167818.856426,4257.020508
2,public,finalist,map.data_change.10000,4096,7,167781.778146,4257.020508
2,public,finalist,map.data_change.10000,4096,8,169384.758919,4257.020508
2,public,finalist,map.data_change.10000,4096,9,168779.748492,4257.020508
2,raw,reference,map.data_change.100000,2097152,1,348.148319,234.000005
2,raw,reference,map.data_change.100000,2097152,2,337.278948,234.000005
2,raw,reference,map.data_change.100000,2097152,3,339.150461,234.000005
2,raw,reference,map.data_change.100000,2097152,4,340.070642,234.000005
2,raw,reference,map.data_change.100000,2097152,5,340.845531,234.000005
2,raw,reference,map.data_change.100000,2097152,6,340.846100,234.000005
2,raw,reference,map.data_change.100000,2097152,7,341.129407,234.000005
2,raw,reference,map.data_change.100000,2097152,8,348.532126,234.000005
2,raw,reference,map.data_change.100000,2097152,9,327.850444,234.000005
2,raw,finalist,map.data_change.100000,2097152,1,257.888360,262.000005
2,raw,finalist,map.data_change.100000,2097152,2,257.492047,262.000005
2,raw,finalist,map.data_change.100000,2097152,3,257.006150,262.000005
2,raw,finalist,map.data_change.100000,2097152,4,257.681336,262.000005
2,raw,finalist,map.data_change.100000,2097152,5,257.834927,262.000005
2,raw,finalist,map.data_change.100000,2097152,6,258.537852,262.000005
2,raw,finalist,map.data_change.100000,2097152,7,256.905082,262.000005
2,raw,finalist,map.data_change.100000,2097152,8,256.460567,262.000005
2,raw,finalist,map.data_change.100000,2097152,9,256.990916,262.000005
2,public,reference,map.data_change.100000,2097152,1,343.762395,234.000005
2,public,reference,map.data_change.100000,2097152,2,345.364128,234.000005
2,public,reference,map.data_change.100000,2097152,3,345.664489,234.000005
2,public,reference,map.data_change.100000,2097152,4,345.215312,234.000005
2,public,reference,map.data_change.100000,2097152,5,345.575813,234.000005
2,public,reference,map.data_change.100000,2097152,6,344.538648,234.000005
2,public,reference,map.data_change.100000,2097152,7,344.369482,234.000005
2,public,reference,map.data_change.100000,2097152,8,343.962711,234.000005
2,public,reference,map.data_change.100000,2097152,9,340.643396,234.000005
2,public,finalist,map.data_change.100000,256,1,3623207.099736,4349.328125
2,public,finalist,map.data_change.100000,256,2,3581941.127777,4349.328125
2,public,finalist,map.data_change.100000,256,3,3572659.566998,4349.328125
2,public,finalist,map.data_change.100000,256,4,3621781.244874,4349.328125
2,public,finalist,map.data_change.100000,256,5,3582321.107388,4349.328125
2,public,finalist,map.data_change.100000,256,6,3554835.915565,4349.328125
2,public,finalist,map.data_change.100000,256,7,3561281.599104,4349.328125
2,public,finalist,map.data_change.100000,256,8,3581468.947232,4349.328125
2,public,finalist,map.data_change.100000,256,9,3561055.287719,4349.328125
2,raw,reference,map.membership_change.10000,2097152,1,480.987978,349.500005
2,raw,reference,map.membership_change.10000,2097152,2,486.735871,349.500005
2,raw,reference,map.membership_change.10000,2097152,3,488.140586,349.500005
2,raw,reference,map.membership_change.10000,2097152,4,478.145125,349.500005
2,raw,reference,map.membership_change.10000,2097152,5,472.454531,349.500005
2,raw,reference,map.membership_change.10000,2097152,6,465.090238,349.500005
2,raw,reference,map.membership_change.10000,2097152,7,468.800067,349.500005
2,raw,reference,map.membership_change.10000,2097152,8,470.243435,349.500005
2,raw,reference,map.membership_change.10000,2097152,9,468.855433,349.500005
2,raw,finalist,map.membership_change.10000,2097152,1,291.761353,368.000005
2,raw,finalist,map.membership_change.10000,2097152,2,292.552500,368.000005
2,raw,finalist,map.membership_change.10000,2097152,3,287.297780,368.000005
2,raw,finalist,map.membership_change.10000,2097152,4,286.716499,368.000005
2,raw,finalist,map.membership_change.10000,2097152,5,287.015951,368.000005
2,raw,finalist,map.membership_change.10000,2097152,6,287.226271,368.000005
2,raw,finalist,map.membership_change.10000,2097152,7,285.436158,368.000005
2,raw,finalist,map.membership_change.10000,2097152,8,287.180342,368.000005
2,raw,finalist,map.membership_change.10000,2097152,9,288.494562,368.000005
2,public,reference,map.membership_change.10000,1048576,1,484.515112,349.500010
2,public,reference,map.membership_change.10000,1048576,2,490.160119,349.500010
2,public,reference,map.membership_change.10000,1048576,3,484.410293,349.500010
2,public,reference,map.membership_change.10000,1048576,4,480.751851,349.500010
2,public,reference,map.membership_change.10000,1048576,5,491.932724,349.500010
2,public,reference,map.membership_change.10000,1048576,6,490.659659,349.500010
2,public,reference,map.membership_change.10000,1048576,7,484.584689,349.500010
2,public,reference,map.membership_change.10000,1048576,8,484.378916,349.500010
2,public,reference,map.membership_change.10000,1048576,9,475.824436,349.500010
2,public,finalist,map.membership_change.10000,4096,1,171694.555320,4495.020508
2,public,finalist,map.membership_change.10000,4096,2,171389.139723,4495.020508
2,public,finalist,map.membership_change.10000,4096,3,171243.911609,4495.020508
2,public,finalist,map.membership_change.10000,4096,4,171367.195435,4495.020508
2,public,finalist,map.membership_change.10000,4096,5,171421.852428,4495.020508
2,public,finalist,map.membership_change.10000,4096,6,171294.435859,4495.020508
2,public,finalist,map.membership_change.10000,4096,7,171577.150468,4495.020508
2,public,finalist,map.membership_change.10000,4096,8,171570.805833,4495.020508
2,public,finalist,map.membership_change.10000,4096,9,171322.491951,4495.020508
2,raw,reference,map.membership_change.100000,1048576,1,577.782657,439.500010
2,raw,reference,map.membership_change.100000,1048576,2,578.267191,439.500010
2,raw,reference,map.membership_change.100000,1048576,3,578.743084,439.500010
2,raw,reference,map.membership_change.100000,1048576,4,578.488198,439.500010
2,raw,reference,map.membership_change.100000,1048576,5,580.756250,439.500010
2,raw,reference,map.membership_change.100000,1048576,6,580.245114,439.500010
2,raw,reference,map.membership_change.100000,1048576,7,580.580718,439.500010
2,raw,reference,map.membership_change.100000,1048576,8,582.409029,439.500010
2,raw,reference,map.membership_change.100000,1048576,9,583.004066,439.500010
2,raw,finalist,map.membership_change.100000,2097152,1,320.716367,422.000005
2,raw,finalist,map.membership_change.100000,2097152,2,319.994456,422.000005
2,raw,finalist,map.membership_change.100000,2097152,3,319.188985,422.000005
2,raw,finalist,map.membership_change.100000,2097152,4,324.493385,422.000005
2,raw,finalist,map.membership_change.100000,2097152,5,326.227109,422.000005
2,raw,finalist,map.membership_change.100000,2097152,6,327.094995,422.000005
2,raw,finalist,map.membership_change.100000,2097152,7,324.397547,422.000005
2,raw,finalist,map.membership_change.100000,2097152,8,318.599632,422.000005
2,raw,finalist,map.membership_change.100000,2097152,9,319.502419,422.000005
2,public,reference,map.membership_change.100000,1048576,1,569.963504,439.500010
2,public,reference,map.membership_change.100000,1048576,2,571.835471,439.500010
2,public,reference,map.membership_change.100000,1048576,3,562.599098,439.500010
2,public,reference,map.membership_change.100000,1048576,4,559.593218,439.500010
2,public,reference,map.membership_change.100000,1048576,5,559.508408,439.500010
2,public,reference,map.membership_change.100000,1048576,6,562.429477,439.500010
2,public,reference,map.membership_change.100000,1048576,7,567.191137,439.500010
2,public,reference,map.membership_change.100000,1048576,8,570.978273,439.500010
2,public,reference,map.membership_change.100000,1048576,9,558.646207,439.500010
2,public,finalist,map.membership_change.100000,256,1,3623355.180025,4628.328125
2,public,finalist,map.membership_change.100000,256,2,3579140.640795,4628.328125
2,public,finalist,map.membership_change.100000,256,3,3621464.595199,4628.328125
2,public,finalist,map.membership_change.100000,256,4,3612421.452999,4628.328125
2,public,finalist,map.membership_change.100000,256,5,3623027.354479,4628.328125
2,public,finalist,map.membership_change.100000,256,6,3595980.815589,4628.328125
2,public,finalist,map.membership_change.100000,256,7,3630578.517914,4628.328125
2,public,finalist,map.membership_change.100000,256,8,3623363.561928,4628.328125
2,public,finalist,map.membership_change.100000,256,9,3642050.549388,4628.328125
2,raw,reference,map.child_change.10000,8388608,1,119.366518,84.000001
2,raw,reference,map.child_change.10000,8388608,2,120.946282,84.000001
2,raw,reference,map.child_change.10000,8388608,3,119.041687,84.000001
2,raw,reference,map.child_change.10000,8388608,4,117.595079,84.000001
2,raw,reference,map.child_change.10000,8388608,5,119.425891,84.000001
2,raw,reference,map.child_change.10000,8388608,6,120.102413,84.000001
2,raw,reference,map.child_change.10000,8388608,7,118.341092,84.000001
2,raw,reference,map.child_change.10000,8388608,8,114.431487,84.000001
2,raw,reference,map.child_change.10000,8388608,9,114.570724,84.000001
2,raw,finalist,map.child_change.10000,8388608,1,116.217137,89.000001
2,raw,finalist,map.child_change.10000,8388608,2,116.229302,89.000001
2,raw,finalist,map.child_change.10000,8388608,3,116.231433,89.000001
2,raw,finalist,map.child_change.10000,8388608,4,116.833917,89.000001
2,raw,finalist,map.child_change.10000,8388608,5,116.673363,89.000001
2,raw,finalist,map.child_change.10000,8388608,6,116.568572,89.000001
2,raw,finalist,map.child_change.10000,8388608,7,116.657873,89.000001
2,raw,finalist,map.child_change.10000,8388608,8,116.755132,89.000001
2,raw,finalist,map.child_change.10000,8388608,9,116.715540,89.000001
2,public,reference,map.child_change.10000,8388608,1,113.950506,84.000001
2,public,reference,map.child_change.10000,8388608,2,113.867742,84.000001
2,public,reference,map.child_change.10000,8388608,3,114.131325,84.000001
2,public,reference,map.child_change.10000,8388608,4,113.539926,84.000001
2,public,reference,map.child_change.10000,8388608,5,111.839540,84.000001
2,public,reference,map.child_change.10000,8388608,6,113.404269,84.000001
2,public,reference,map.child_change.10000,8388608,7,113.173968,84.000001
2,public,reference,map.child_change.10000,8388608,8,113.775258,84.000001
2,public,reference,map.child_change.10000,8388608,9,114.496089,84.000001
2,public,finalist,map.child_change.10000,1024,1,684542.115778,3944.082031
2,public,finalist,map.child_change.10000,1024,2,678567.448631,3944.082031
2,public,finalist,map.child_change.10000,1024,3,676368.363202,3944.082031
2,public,finalist,map.child_change.10000,1024,4,683929.771185,3944.082031
2,public,finalist,map.child_change.10000,1024,5,678363.256156,3944.082031
2,public,finalist,map.child_change.10000,1024,6,677583.040670,3944.082031
2,public,finalist,map.child_change.10000,1024,7,677087.111399,3944.082031
2,public,finalist,map.child_change.10000,1024,8,677430.536598,3944.082031
2,public,finalist,map.child_change.10000,1024,9,673885.922879,3944.082031
2,raw,reference,map.child_change.100000,4194304,1,130.923524,108.000002
2,raw,reference,map.child_change.100000,4194304,2,131.670447,108.000002
2,raw,reference,map.child_change.100000,4194304,3,127.744215,108.000002
2,raw,reference,map.child_change.100000,4194304,4,127.672479,108.000002
2,raw,reference,map.child_change.100000,4194304,5,128.296847,108.000002
2,raw,reference,map.child_change.100000,4194304,6,128.958902,108.000002
2,raw,reference,map.child_change.100000,4194304,7,127.904912,108.000002
2,raw,reference,map.child_change.100000,4194304,8,131.133334,108.000002
2,raw,reference,map.child_change.100000,4194304,9,131.951822,108.000002
2,raw,finalist,map.child_change.100000,4194304,1,124.757264,113.000002
2,raw,finalist,map.child_change.100000,4194304,2,124.214182,113.000002
2,raw,finalist,map.child_change.100000,4194304,3,123.064524,113.000002
2,raw,finalist,map.child_change.100000,4194304,4,122.703796,113.000002
2,raw,finalist,map.child_change.100000,4194304,5,122.608697,113.000002
2,raw,finalist,map.child_change.100000,4194304,6,122.652295,113.000002
2,raw,finalist,map.child_change.100000,4194304,7,122.829931,113.000002
2,raw,finalist,map.child_change.100000,4194304,8,121.537198,113.000002
2,raw,finalist,map.child_change.100000,4194304,9,122.607446,113.000002
2,public,reference,map.child_change.100000,4194304,1,126.291070,108.000002
2,public,reference,map.child_change.100000,4194304,2,126.883037,108.000002
2,public,reference,map.child_change.100000,4194304,3,126.458929,108.000002
2,public,reference,map.child_change.100000,4194304,4,128.152351,108.000002
2,public,reference,map.child_change.100000,4194304,5,128.308727,108.000002
2,public,reference,map.child_change.100000,4194304,6,130.207525,108.000002
2,public,reference,map.child_change.100000,4194304,7,130.057344,108.000002
2,public,reference,map.child_change.100000,4194304,8,130.471221,108.000002
2,public,reference,map.child_change.100000,4194304,9,128.394390,108.000002
2,public,finalist,map.child_change.100000,64,1,15656545.758247,3969.312500
2,public,finalist,map.child_change.100000,64,2,15843689.441681,3969.312500
2,public,finalist,map.child_change.100000,64,3,15690296.888351,3969.312500
2,public,finalist,map.child_change.100000,64,4,15789810.568094,3969.312500
2,public,finalist,map.child_change.100000,64,5,15719704.329967,3969.312500
2,public,finalist,map.child_change.100000,64,6,15912543.982267,3969.312500
2,public,finalist,map.child_change.100000,64,7,15880763.530731,3969.312500
2,public,finalist,map.child_change.100000,64,8,15876751.393080,3969.312500
2,public,finalist,map.child_change.100000,64,9,15809014.439583,3969.312500
3,raw,reference,changed.depth_1,16777216,1,54.674331,6.000001
3,raw,reference,changed.depth_1,16777216,2,54.666700,6.000001
3,raw,reference,changed.depth_1,16777216,3,54.677727,6.000001
3,raw,reference,changed.depth_1,16777216,4,52.816091,6.000001
3,raw,reference,changed.depth_1,16777216,5,51.184415,6.000001
3,raw,reference,changed.depth_1,16777216,6,51.113375,6.000001
3,raw,reference,changed.depth_1,16777216,7,51.159986,6.000001
3,raw,reference,changed.depth_1,16777216,8,51.250865,6.000001
3,raw,reference,changed.depth_1,16777216,9,51.577558,6.000001
3,raw,finalist,changed.depth_1,16777216,1,49.493792,0.000001
3,raw,finalist,changed.depth_1,16777216,2,49.458919,0.000001
3,raw,finalist,changed.depth_1,16777216,3,49.391801,0.000001
3,raw,finalist,changed.depth_1,16777216,4,49.410758,0.000001
3,raw,finalist,changed.depth_1,16777216,5,49.356515,0.000001
3,raw,finalist,changed.depth_1,16777216,6,49.343598,0.000001
3,raw,finalist,changed.depth_1,16777216,7,49.318132,0.000001
3,raw,finalist,changed.depth_1,16777216,8,49.402118,0.000001
3,raw,finalist,changed.depth_1,16777216,9,49.393591,0.000001
3,public,reference,changed.depth_1,16777216,1,51.569643,6.000001
3,public,reference,changed.depth_1,16777216,2,51.834292,6.000001
3,public,reference,changed.depth_1,16777216,3,51.641052,6.000001
3,public,reference,changed.depth_1,16777216,4,51.495959,6.000001
3,public,reference,changed.depth_1,16777216,5,51.277823,6.000001
3,public,reference,changed.depth_1,16777216,6,51.566246,6.000001
3,public,reference,changed.depth_1,16777216,7,51.489820,6.000001
3,public,reference,changed.depth_1,16777216,8,50.956203,6.000001
3,public,reference,changed.depth_1,16777216,9,51.089344,6.000001
3,public,finalist,changed.depth_1,131072,1,5761.245120,3833.000641
3,public,finalist,changed.depth_1,131072,2,5762.238288,3833.000641
3,public,finalist,changed.depth_1,131072,3,5779.480489,3833.000641
3,public,finalist,changed.depth_1,131072,4,5797.819540,3833.000641
3,public,finalist,changed.depth_1,131072,5,5820.991646,3833.000641
3,public,finalist,changed.depth_1,131072,6,5801.253792,3833.000641
3,public,finalist,changed.depth_1,131072,7,5743.057045,3833.000641
3,public,finalist,changed.depth_1,131072,8,5749.847332,3833.000641
3,public,finalist,changed.depth_1,131072,9,5750.862329,3833.000641
3,raw,reference,changed.depth_10,4194304,1,136.672270,6.000002
3,raw,reference,changed.depth_10,4194304,2,136.958818,6.000002
3,raw,reference,changed.depth_10,4194304,3,136.911865,6.000002
3,raw,reference,changed.depth_10,4194304,4,136.893050,6.000002
3,raw,reference,changed.depth_10,4194304,5,137.023903,6.000002
3,raw,reference,changed.depth_10,4194304,6,136.235940,6.000002
3,raw,reference,changed.depth_10,4194304,7,136.286985,6.000002
3,raw,reference,changed.depth_10,4194304,8,135.867140,6.000002
3,raw,reference,changed.depth_10,4194304,9,139.845383,6.000002
3,raw,finalist,changed.depth_10,4194304,1,164.040046,0.000002
3,raw,finalist,changed.depth_10,4194304,2,163.976210,0.000002
