pair,name,graph_size,operations,sample,wall_ns,allocated_words
1,a.int.changed.depth_100,101,1048576,4,843.228463,4.000010
1,a.int.changed.depth_100,101,1048576,5,843.762336,4.000010
1,a.int.changed.depth_100,101,1048576,6,843.884663,4.000010
1,a.int.changed.depth_100,101,1048576,7,842.879217,4.000010
1,a.int.changed.depth_100,101,1048576,8,845.988325,4.000010
1,a.int.changed.depth_100,101,1048576,9,842.917416,4.000010
1,incremental.b.raw.int.changed.depth_100,101,1048576,1,1061.856210,0.000010
1,incremental.b.raw.int.changed.depth_100,101,1048576,2,1033.546596,0.000010
1,incremental.b.raw.int.changed.depth_100,101,1048576,3,1034.100478,0.000010
1,incremental.b.raw.int.changed.depth_100,101,1048576,4,1034.073875,0.000010
1,incremental.b.raw.int.changed.depth_100,101,1048576,5,1031.187139,0.000010
1,incremental.b.raw.int.changed.depth_100,101,1048576,6,1033.389026,0.000010
1,incremental.b.raw.int.changed.depth_100,101,1048576,7,1036.999720,0.000010
1,incremental.b.raw.int.changed.depth_100,101,1048576,8,1016.821898,0.000010
1,incremental.b.raw.int.changed.depth_100,101,1048576,9,980.135155,0.000010
1,b.int.changed.depth_100,101,1048576,1,903.810587,4.000010
1,b.int.changed.depth_100,101,1048576,2,904.213948,4.000010
1,b.int.changed.depth_100,101,1048576,3,905.321940,4.000010
1,b.int.changed.depth_100,101,1048576,4,902.293095,4.000010
1,b.int.changed.depth_100,101,1048576,5,902.076863,4.000010
1,b.int.changed.depth_100,101,1048576,6,901.816520,4.000010
1,b.int.changed.depth_100,101,1048576,7,894.163122,4.000010
1,b.int.changed.depth_100,101,1048576,8,874.646275,4.000010
1,b.int.changed.depth_100,101,1048576,9,875.579644,4.000010
1,incremental.c.raw.int.changed.depth_100,101,1048576,1,1085.413942,0.000010
1,incremental.c.raw.int.changed.depth_100,101,1048576,2,1085.636086,0.000010
1,incremental.c.raw.int.changed.depth_100,101,1048576,3,1086.261591,0.000010
1,incremental.c.raw.int.changed.depth_100,101,1048576,4,1086.278871,0.000010
1,incremental.c.raw.int.changed.depth_100,101,1048576,5,1085.960321,0.000010
1,incremental.c.raw.int.changed.depth_100,101,1048576,6,1084.543328,0.000010
1,incremental.c.raw.int.changed.depth_100,101,1048576,7,1080.193670,0.000010
1,incremental.c.raw.int.changed.depth_100,101,1048576,8,979.588322,0.000010
1,incremental.c.raw.int.changed.depth_100,101,1048576,9,980.283630,0.000010
1,c.int.changed.depth_100,101,524288,1,1017.215709,4.000019
1,c.int.changed.depth_100,101,524288,2,1021.383468,4.000019
1,c.int.changed.depth_100,101,524288,3,1015.358066,4.000019
1,c.int.changed.depth_100,101,524288,4,1014.528607,4.000019
1,c.int.changed.depth_100,101,524288,5,1012.247139,4.000019
1,c.int.changed.depth_100,101,524288,6,1011.922905,4.000019
1,c.int.changed.depth_100,101,524288,7,1010.992037,4.000019
1,c.int.changed.depth_100,101,524288,8,1012.439498,4.000019
1,c.int.changed.depth_100,101,524288,9,1011.676886,4.000019
1,incremental.a.raw.boxed_old.changed.depth_100,101,524288,1,981.085122,0.000019
1,incremental.a.raw.boxed_old.changed.depth_100,101,524288,2,980.579443,0.000019
1,incremental.a.raw.boxed_old.changed.depth_100,101,524288,3,981.862740,0.000019
1,incremental.a.raw.boxed_old.changed.depth_100,101,524288,4,1014.928785,0.000019
1,incremental.a.raw.boxed_old.changed.depth_100,101,524288,5,1018.388957,0.000019
1,incremental.a.raw.boxed_old.changed.depth_100,101,524288,6,1017.551313,0.000019
1,incremental.a.raw.boxed_old.changed.depth_100,101,524288,7,1017.019258,0.000019
1,incremental.a.raw.boxed_old.changed.depth_100,101,524288,8,1017.442628,0.000019
1,incremental.a.raw.boxed_old.changed.depth_100,101,524288,9,1016.612714,0.000019
1,a.boxed_old.changed.depth_100,101,1048576,1,880.137577,4.000010
1,a.boxed_old.changed.depth_100,101,1048576,2,894.385266,4.000010
1,a.boxed_old.changed.depth_100,101,1048576,3,898.872486,4.000010
1,a.boxed_old.changed.depth_100,101,1048576,4,880.986136,4.000010
1,a.boxed_old.changed.depth_100,101,1048576,5,883.873099,4.000010
1,a.boxed_old.changed.depth_100,101,1048576,6,883.141638,4.000010
1,a.boxed_old.changed.depth_100,101,1048576,7,883.516350,4.000010
1,a.boxed_old.changed.depth_100,101,1048576,8,882.099357,4.000010
1,a.boxed_old.changed.depth_100,101,1048576,9,910.205927,4.000010
1,incremental.b.raw.boxed_old.changed.depth_100,101,524288,1,1059.295300,0.000019
1,incremental.b.raw.boxed_old.changed.depth_100,101,524288,2,1059.488568,0.000019
1,incremental.b.raw.boxed_old.changed.depth_100,101,524288,3,1060.302566,0.000019
1,incremental.b.raw.boxed_old.changed.depth_100,101,524288,4,1061.446710,0.000019
1,incremental.b.raw.boxed_old.changed.depth_100,101,524288,5,1063.178843,0.000019
1,incremental.b.raw.boxed_old.changed.depth_100,101,524288,6,1060.930117,0.000019
1,incremental.b.raw.boxed_old.changed.depth_100,101,524288,7,1061.514013,0.000019
1,incremental.b.raw.boxed_old.changed.depth_100,101,524288,8,1061.224339,0.000019
1,incremental.b.raw.boxed_old.changed.depth_100,101,524288,9,1061.201147,0.000019
1,b.boxed_old.changed.depth_100,101,524288,1,984.535291,4.000019
1,b.boxed_old.changed.depth_100,101,524288,2,944.860858,4.000019
