pair,name,graph_size,operations,sample,wall_ns,allocated_words
2,incremental.raw.keyed.membership.100000,100000,1048576,3,508.909125,433.500010
2,incremental.raw.keyed.membership.100000,100000,1048576,4,511.652843,433.500010
2,incremental.raw.keyed.membership.100000,100000,1048576,5,520.473577,433.500010
2,incremental.raw.keyed.membership.100000,100000,1048576,6,505.149956,433.500010
2,incremental.raw.keyed.membership.100000,100000,1048576,7,504.630179,433.500010
2,incremental.raw.keyed.membership.100000,100000,1048576,8,508.420953,433.500010
2,incremental.raw.keyed.membership.100000,100000,1048576,9,508.956873,433.500010
2,capsule.raw.keyed.membership.100000,100000,4194304,1,186.732052,323.000002
2,capsule.raw.keyed.membership.100000,100000,4194304,2,191.961306,323.000002
2,capsule.raw.keyed.membership.100000,100000,4194304,3,187.012404,323.000002
2,capsule.raw.keyed.membership.100000,100000,4194304,4,188.547631,323.000002
2,capsule.raw.keyed.membership.100000,100000,4194304,5,181.501889,323.000002
2,capsule.raw.keyed.membership.100000,100000,4194304,6,177.624713,323.000002
2,capsule.raw.keyed.membership.100000,100000,4194304,7,185.362069,323.000002
2,capsule.raw.keyed.membership.100000,100000,4194304,8,174.369802,323.000002
2,capsule.raw.keyed.membership.100000,100000,4194304,9,176.721130,323.000002
2,incremental.raw.keyed.child.10000,10000,8388608,1,92.525482,78.000001
2,incremental.raw.keyed.child.10000,10000,8388608,2,91.758267,78.000001
2,incremental.raw.keyed.child.10000,10000,8388608,3,88.634977,78.000001
2,incremental.raw.keyed.child.10000,10000,8388608,4,88.457938,78.000001
2,incremental.raw.keyed.child.10000,10000,8388608,5,89.605209,78.000001
2,incremental.raw.keyed.child.10000,10000,8388608,6,94.552405,78.000001
2,incremental.raw.keyed.child.10000,10000,8388608,7,96.518505,78.000001
2,incremental.raw.keyed.child.10000,10000,8388608,8,94.634288,78.000001
2,incremental.raw.keyed.child.10000,10000,8388608,9,91.238121,78.000001
2,capsule.raw.keyed.child.10000,10000,8388608,1,65.403952,82.000001
2,capsule.raw.keyed.child.10000,10000,8388608,2,68.472872,82.000001
2,capsule.raw.keyed.child.10000,10000,8388608,3,63.945663,82.000001
2,capsule.raw.keyed.child.10000,10000,8388608,4,67.077394,82.000001
2,capsule.raw.keyed.child.10000,10000,8388608,5,65.472591,82.000001
2,capsule.raw.keyed.child.10000,10000,8388608,6,66.166166,82.000001
2,capsule.raw.keyed.child.10000,10000,8388608,7,66.951515,82.000001
2,capsule.raw.keyed.child.10000,10000,8388608,8,63.443309,82.000001
2,capsule.raw.keyed.child.10000,10000,8388608,9,67.583187,82.000001
2,incremental.raw.keyed.child.100000,100000,8388608,1,105.775598,102.000001
2,incremental.raw.keyed.child.100000,100000,8388608,2,104.641913,102.000001
2,incremental.raw.keyed.child.100000,100000,8388608,3,105.946413,102.000001
2,incremental.raw.keyed.child.100000,100000,8388608,4,107.609168,102.000001
2,incremental.raw.keyed.child.100000,100000,8388608,5,107.755085,102.000001
2,incremental.raw.keyed.child.100000,100000,8388608,6,107.397796,102.000001
2,incremental.raw.keyed.child.100000,100000,8388608,7,107.922460,102.000001
2,incremental.raw.keyed.child.100000,100000,8388608,8,106.727725,102.000001
2,incremental.raw.keyed.child.100000,100000,8388608,9,106.251349,102.000001
2,capsule.raw.keyed.child.100000,100000,8388608,1,80.330267,106.000001
2,capsule.raw.keyed.child.100000,100000,8388608,2,79.572686,106.000001
2,capsule.raw.keyed.child.100000,100000,8388608,3,79.386240,106.000001
2,capsule.raw.keyed.child.100000,100000,8388608,4,79.290857,106.000001
2,capsule.raw.keyed.child.100000,100000,8388608,5,81.895564,106.000001
2,capsule.raw.keyed.child.100000,100000,8388608,6,83.432923,106.000001
2,capsule.raw.keyed.child.100000,100000,8388608,7,83.241332,106.000001
2,capsule.raw.keyed.child.100000,100000,8388608,8,82.809208,106.000001
2,capsule.raw.keyed.child.100000,100000,8388608,9,83.848846,106.000001
3,incremental.raw.dynamic.switch,3,4194304,1,121.160724,43.000002
3,incremental.raw.dynamic.switch,3,4194304,2,121.861490,43.000002
3,incremental.raw.dynamic.switch,3,4194304,3,124.867199,43.000002
3,incremental.raw.dynamic.switch,3,4194304,4,121.123605,43.000002
3,incremental.raw.dynamic.switch,3,4194304,5,121.649009,43.000002
3,incremental.raw.dynamic.switch,3,4194304,6,120.537777,43.000002
3,incremental.raw.dynamic.switch,3,4194304,7,121.114510,43.000002
3,incremental.raw.dynamic.switch,3,4194304,8,122.797019,43.000002
3,incremental.raw.dynamic.switch,3,4194304,9,120.482014,43.000002
