pair,name,operations,sample,wall_ns,allocated_words
3,plan.changed.depth_10,16777216,4,37.007752,18.000001
3,plan.changed.depth_10,16777216,5,36.985043,18.000001
3,plan.changed.depth_10,16777216,6,37.080397,18.000001
3,plan.changed.depth_10,16777216,7,36.910834,18.000001
3,plan.changed.depth_10,16777216,8,36.816118,18.000001
3,plan.changed.depth_10,16777216,9,37.092448,18.000001
3,plan.changed.depth_100,2097152,1,306.853281,108.000005
3,plan.changed.depth_100,2097152,2,306.300649,108.000005
3,plan.changed.depth_100,2097152,3,306.849415,108.000005
3,plan.changed.depth_100,2097152,4,306.450829,108.000005
3,plan.changed.depth_100,2097152,5,306.163315,108.000005
3,plan.changed.depth_100,2097152,6,306.496190,108.000005
3,plan.changed.depth_100,2097152,7,306.311563,108.000005
3,plan.changed.depth_100,2097152,8,305.954018,108.000005
3,plan.changed.depth_100,2097152,9,306.284846,108.000005
3,plan.cutoff.depth_10,16777216,1,13.153851,19.000001
3,plan.cutoff.depth_10,16777216,2,13.194978,19.000001
3,plan.cutoff.depth_10,16777216,3,13.178763,19.000001
3,plan.cutoff.depth_10,16777216,4,13.152302,19.000001
3,plan.cutoff.depth_10,16777216,5,13.170123,19.000001
3,plan.cutoff.depth_10,16777216,6,13.151535,19.000001
3,plan.cutoff.depth_10,16777216,7,13.142412,19.000001
3,plan.cutoff.depth_10,16777216,8,13.156296,19.000001
3,plan.cutoff.depth_10,16777216,9,13.186039,19.000001
3,incremental.raw.changed.depth_1,16777216,1,33.336875,0.000001
3,incremental.raw.changed.depth_1,16777216,2,33.289481,0.000001
3,incremental.raw.changed.depth_1,16777216,3,32.146872,0.000001
3,incremental.raw.changed.depth_1,16777216,4,32.229963,0.000001
3,incremental.raw.changed.depth_1,16777216,5,32.229892,0.000001
3,incremental.raw.changed.depth_1,16777216,6,32.232165,0.000001
3,incremental.raw.changed.depth_1,16777216,7,32.259337,0.000001
3,incremental.raw.changed.depth_1,16777216,8,32.335279,0.000001
3,incremental.raw.changed.depth_1,16777216,9,32.209527,0.000001
3,raw.changed.depth_1,16777216,1,19.768237,4.000001
3,raw.changed.depth_1,16777216,2,19.767526,4.000001
3,raw.changed.depth_1,16777216,3,19.778426,4.000001
3,raw.changed.depth_1,16777216,4,19.912122,4.000001
3,raw.changed.depth_1,16777216,5,19.806734,4.000001
3,raw.changed.depth_1,16777216,6,19.797852,4.000001
3,raw.changed.depth_1,16777216,7,19.797028,4.000001
3,raw.changed.depth_1,16777216,8,19.779392,4.000001
3,raw.changed.depth_1,16777216,9,19.779506,4.000001
3,incremental.raw.changed.depth_10,8388608,1,102.398502,0.000001
3,incremental.raw.changed.depth_10,8388608,2,102.336429,0.000001
