name,pair,operations,sample,wall_ns,allocated_words
eta_signal.effect_seam.raw.depth_1,3,16777216,2,4.342851,0.000001
eta_signal.effect_seam.raw.depth_1,3,16777216,3,4.344287,0.000001
eta_signal.effect_seam.raw.depth_1,3,16777216,4,4.342013,0.000001
eta_signal.effect_seam.raw.depth_1,3,16777216,5,4.342255,0.000001
eta_signal.effect_seam.raw.depth_1,3,16777216,6,4.340706,0.000001
eta_signal.effect_seam.raw.depth_1,3,16777216,7,4.342610,0.000001
eta_signal.effect_seam.raw.depth_1,3,16777216,8,4.342198,0.000001
eta_signal.effect_seam.raw.depth_1,3,16777216,9,4.342795,0.000001
eta_signal.effect_seam.effect.depth_1,3,16777216,1,7.953759,10.000002
eta_signal.effect_seam.effect.depth_1,3,16777216,2,7.945417,10.000002
eta_signal.effect_seam.effect.depth_1,3,16777216,3,7.941495,10.000002
eta_signal.effect_seam.effect.depth_1,3,16777216,4,7.936720,10.000002
eta_signal.effect_seam.effect.depth_1,3,16777216,5,7.940770,10.000002
eta_signal.effect_seam.effect.depth_1,3,16777216,6,7.958235,10.000002
eta_signal.effect_seam.effect.depth_1,3,16777216,7,7.949950,10.000002
eta_signal.effect_seam.effect.depth_1,3,16777216,8,7.951385,10.000002
eta_signal.effect_seam.effect.depth_1,3,16777216,9,7.958832,10.000002
eta_signal.effect_seam.driver_sync.depth_1,3,8388608,1,117.042077,106.000004
eta_signal.effect_seam.driver_sync.depth_1,3,8388608,2,116.832155,106.000004
eta_signal.effect_seam.driver_sync.depth_1,3,8388608,3,116.938821,106.000004
eta_signal.effect_seam.driver_sync.depth_1,3,8388608,4,116.955874,106.000004
eta_signal.effect_seam.driver_sync.depth_1,3,8388608,5,116.829398,106.000004
eta_signal.effect_seam.driver_sync.depth_1,3,8388608,6,117.002145,106.000004
eta_signal.effect_seam.driver_sync.depth_1,3,8388608,7,117.049581,106.000004
eta_signal.effect_seam.driver_sync.depth_1,3,8388608,8,117.150421,106.000004
eta_signal.effect_seam.driver_sync.depth_1,3,8388608,9,117.167133,106.000004
eta_signal.effect_seam.public_sync.depth_1,3,2097152,1,258.562181,204.000018
eta_signal.effect_seam.public_sync.depth_1,3,2097152,2,256.492172,204.000018
eta_signal.effect_seam.public_sync.depth_1,3,2097152,3,256.606086,204.000018
eta_signal.effect_seam.public_sync.depth_1,3,2097152,4,256.611429,204.000018
eta_signal.effect_seam.public_sync.depth_1,3,2097152,5,257.107786,204.000018
eta_signal.effect_seam.public_sync.depth_1,3,2097152,6,256.874614,204.000018
eta_signal.effect_seam.public_sync.depth_1,3,2097152,7,255.193186,204.000018
eta_signal.effect_seam.public_sync.depth_1,3,2097152,8,256.655198,204.000018
eta_signal.effect_seam.public_sync.depth_1,3,2097152,9,252.384666,204.000018
eta_signal.effect_seam.public_eio.depth_1,3,1048576,1,653.760026,487.000065
eta_signal.effect_seam.public_eio.depth_1,3,1048576,2,654.398946,487.000065
eta_signal.effect_seam.public_eio.depth_1,3,1048576,3,654.155656,487.000065
eta_signal.effect_seam.public_eio.depth_1,3,1048576,4,652.282552,487.000065
eta_signal.effect_seam.public_eio.depth_1,3,1048576,5,653.391908,487.000065
eta_signal.effect_seam.public_eio.depth_1,3,1048576,6,653.306870,487.000065
eta_signal.effect_seam.public_eio.depth_1,3,1048576,7,653.180905,487.000065
eta_signal.effect_seam.public_eio.depth_1,3,1048576,8,653.812322,487.000065
eta_signal.effect_seam.public_eio.depth_1,3,1048576,9,654.145197,487.000065
eta_signal.effect_seam.raw.depth_10,3,16777216,1,11.983218,0.000001
eta_signal.effect_seam.raw.depth_10,3,16777216,2,12.045973,0.000001
eta_signal.effect_seam.raw.depth_10,3,16777216,3,12.025467,0.000001
eta_signal.effect_seam.raw.depth_10,3,16777216,4,12.021246,0.000001
eta_signal.effect_seam.raw.depth_10,3,16777216,5,11.991503,0.000001
eta_signal.effect_seam.raw.depth_10,3,16777216,6,12.015278,0.000001
eta_signal.effect_seam.raw.depth_10,3,16777216,7,12.013544,0.000001
eta_signal.effect_seam.raw.depth_10,3,16777216,8,12.042520,0.000001
eta_signal.effect_seam.raw.depth_10,3,16777216,9,12.005458,0.000001
eta_signal.effect_seam.effect.depth_10,3,16777216,1,14.887092,10.000002
eta_signal.effect_seam.effect.depth_10,3,16777216,2,14.873450,10.000002
eta_signal.effect_seam.effect.depth_10,3,16777216,3,14.864980,10.000002
eta_signal.effect_seam.effect.depth_10,3,16777216,4,14.874871,10.000002
eta_signal.effect_seam.effect.depth_10,3,16777216,5,14.872072,10.000002
eta_signal.effect_seam.effect.depth_10,3,16777216,6,14.879234,10.000002
eta_signal.effect_seam.effect.depth_10,3,16777216,7,14.900621,10.000002
eta_signal.effect_seam.effect.depth_10,3,16777216,8,14.874644,10.000002
eta_signal.effect_seam.effect.depth_10,3,16777216,9,14.895079,10.000002
eta_signal.effect_seam.driver_sync.depth_10,3,4194304,1,126.657255,106.000009
eta_signal.effect_seam.driver_sync.depth_10,3,4194304,2,126.357065,106.000009
eta_signal.effect_seam.driver_sync.depth_10,3,4194304,3,126.452449,106.000009
eta_signal.effect_seam.driver_sync.depth_10,3,4194304,4,126.437669,106.000009
eta_signal.effect_seam.driver_sync.depth_10,3,4194304,5,126.651059,106.000009
eta_signal.effect_seam.driver_sync.depth_10,3,4194304,6,126.515147,106.000009
eta_signal.effect_seam.driver_sync.depth_10,3,4194304,7,126.431985,106.000009
eta_signal.effect_seam.driver_sync.depth_10,3,4194304,8,126.419309,106.000009
eta_signal.effect_seam.driver_sync.depth_10,3,4194304,9,126.508439,106.000009
eta_signal.effect_seam.public_sync.depth_10,3,2097152,1,256.388148,204.000018
eta_signal.effect_seam.public_sync.depth_10,3,2097152,2,257.304123,204.000018
eta_signal.effect_seam.public_sync.depth_10,3,2097152,3,257.924512,204.000018
eta_signal.effect_seam.public_sync.depth_10,3,2097152,4,258.075715,204.000018
eta_signal.effect_seam.public_sync.depth_10,3,2097152,5,257.540250,204.000018
eta_signal.effect_seam.public_sync.depth_10,3,2097152,6,257.769670,204.000018
eta_signal.effect_seam.public_sync.depth_10,3,2097152,7,257.970328,204.000018
eta_signal.effect_seam.public_sync.depth_10,3,2097152,8,258.178147,204.000018
eta_signal.effect_seam.public_sync.depth_10,3,2097152,9,257.786269,204.000018
eta_signal.effect_seam.public_eio.depth_10,3,1048576,1,673.407385,487.000065
eta_signal.effect_seam.public_eio.depth_10,3,1048576,2,676.073114,487.000065
eta_signal.effect_seam.public_eio.depth_10,3,1048576,3,675.206138,487.000065
eta_signal.effect_seam.public_eio.depth_10,3,1048576,4,674.868716,487.000065
eta_signal.effect_seam.public_eio.depth_10,3,1048576,5,675.400543,487.000065
eta_signal.effect_seam.public_eio.depth_10,3,1048576,6,674.409876,487.000065
eta_signal.effect_seam.public_eio.depth_10,3,1048576,7,675.406454,487.000065
eta_signal.effect_seam.public_eio.depth_10,3,1048576,8,674.701823,487.000065
eta_signal.effect_seam.public_eio.depth_10,3,1048576,9,674.961029,487.000065
eta_signal.effect_seam.raw.depth_100,3,8388608,1,99.015239,0.000001
eta_signal.effect_seam.raw.depth_100,3,8388608,2,98.946572,0.000001
eta_signal.effect_seam.raw.depth_100,3,8388608,3,99.016432,0.000001
eta_signal.effect_seam.raw.depth_100,3,8388608,4,98.960498,0.000001
eta_signal.effect_seam.raw.depth_100,3,8388608,5,99.031553,0.000001
eta_signal.effect_seam.raw.depth_100,3,8388608,6,99.013221,0.000001
eta_signal.effect_seam.raw.depth_100,3,8388608,7,99.042182,0.000001
eta_signal.effect_seam.raw.depth_100,3,8388608,8,99.003785,0.000001
eta_signal.effect_seam.raw.depth_100,3,8388608,9,98.943701,0.000001
eta_signal.effect_seam.effect.depth_100,3,8388608,1,102.846741,10.000004
eta_signal.effect_seam.effect.depth_100,3,8388608,2,102.741353,10.000004
eta_signal.effect_seam.effect.depth_100,3,8388608,3,102.778444,10.000004
eta_signal.effect_seam.effect.depth_100,3,8388608,4,102.765199,10.000004
eta_signal.effect_seam.effect.depth_100,3,8388608,5,102.799646,10.000004
eta_signal.effect_seam.effect.depth_100,3,8388608,6,102.781542,10.000004
eta_signal.effect_seam.effect.depth_100,3,8388608,7,102.860213,10.000004
eta_signal.effect_seam.effect.depth_100,3,8388608,8,102.753290,10.000004
eta_signal.effect_seam.effect.depth_100,3,8388608,9,102.793109,10.000004
eta_signal.effect_seam.driver_sync.depth_100,3,4194304,1,216.222531,106.000009
eta_signal.effect_seam.driver_sync.depth_100,3,4194304,2,216.177682,106.000009
eta_signal.effect_seam.driver_sync.depth_100,3,4194304,3,221.306323,106.000009
eta_signal.effect_seam.driver_sync.depth_100,3,4194304,4,221.229072,106.000009
eta_signal.effect_seam.driver_sync.depth_100,3,4194304,5,221.514199,106.000009
eta_signal.effect_seam.driver_sync.depth_100,3,4194304,6,221.484697,106.000009
eta_signal.effect_seam.driver_sync.depth_100,3,4194304,7,220.970151,106.000009
eta_signal.effect_seam.driver_sync.depth_100,3,4194304,8,221.254140,106.000009
eta_signal.effect_seam.driver_sync.depth_100,3,4194304,9,221.557627,106.000009
eta_signal.effect_seam.public_sync.depth_100,3,2097152,1,373.786406,204.000018
eta_signal.effect_seam.public_sync.depth_100,3,2097152,2,372.258228,204.000018
eta_signal.effect_seam.public_sync.depth_100,3,2097152,3,353.287192,204.000018
eta_signal.effect_seam.public_sync.depth_100,3,2097152,4,357.270665,204.000018
eta_signal.effect_seam.public_sync.depth_100,3,2097152,5,357.341833,204.000018
eta_signal.effect_seam.public_sync.depth_100,3,2097152,6,357.408567,204.000018
eta_signal.effect_seam.public_sync.depth_100,3,2097152,7,357.399472,204.000018
eta_signal.effect_seam.public_sync.depth_100,3,2097152,8,357.273962,204.000018
eta_signal.effect_seam.public_sync.depth_100,3,2097152,9,357.715066,204.000018
eta_signal.effect_seam.public_eio.depth_100,3,1048576,1,766.159019,487.000065
eta_signal.effect_seam.public_eio.depth_100,3,1048576,2,765.410505,487.000065
eta_signal.effect_seam.public_eio.depth_100,3,1048576,3,767.730853,487.000065
eta_signal.effect_seam.public_eio.depth_100,3,1048576,4,767.369102,487.000065
eta_signal.effect_seam.public_eio.depth_100,3,1048576,5,766.372750,487.000065
eta_signal.effect_seam.public_eio.depth_100,3,1048576,6,765.526693,487.000065
eta_signal.effect_seam.public_eio.depth_100,3,1048576,7,765.857521,487.000065
eta_signal.effect_seam.public_eio.depth_100,3,1048576,8,766.693120,487.000065
eta_signal.effect_seam.public_eio.depth_100,3,1048576,9,765.637424,487.000065
eta_signal.effect_seam.deep_claim_sync.depth_1,3,8388608,1,118.100871,106.000004
eta_signal.effect_seam.deep_claim_sync.depth_1,3,8388608,2,118.195771,106.000004
eta_signal.effect_seam.deep_claim_sync.depth_1,3,8388608,3,118.070716,106.000004
eta_signal.effect_seam.deep_claim_sync.depth_1,3,8388608,4,118.304143,106.000004
eta_signal.effect_seam.deep_claim_sync.depth_1,3,8388608,5,118.495706,106.000004
eta_signal.effect_seam.deep_claim_sync.depth_1,3,8388608,6,118.626218,106.000004
eta_signal.effect_seam.deep_claim_sync.depth_1,3,8388608,7,118.512730,106.000004
eta_signal.effect_seam.deep_claim_sync.depth_1,3,8388608,8,118.632926,106.000004
eta_signal.effect_seam.deep_claim_sync.depth_1,3,8388608,9,118.514521,106.000004
eta_signal.effect_seam.cursor_sync.depth_1,3,2097152,1,404.819502,346.000018
eta_signal.effect_seam.cursor_sync.depth_1,3,2097152,2,405.746960,346.000018
eta_signal.effect_seam.cursor_sync.depth_1,3,2097152,3,405.998662,346.000018
eta_signal.effect_seam.cursor_sync.depth_1,3,2097152,4,406.199433,346.000018
eta_signal.effect_seam.cursor_sync.depth_1,3,2097152,5,406.647132,346.000018
eta_signal.effect_seam.cursor_sync.depth_1,3,2097152,6,405.836545,346.000018
eta_signal.effect_seam.cursor_sync.depth_1,3,2097152,7,407.001494,346.000018
eta_signal.effect_seam.cursor_sync.depth_1,3,2097152,8,398.152338,346.000018
eta_signal.effect_seam.cursor_sync.depth_1,3,2097152,9,399.729629,346.000018
eta_signal.effect_seam.edge.candidate_cancelled_contender,3,262144,1,2170.093467,1509.000038
eta_signal.effect_seam.edge.candidate_cancelled_contender,3,262144,2,2170.731022,1509.000038
eta_signal.effect_seam.edge.candidate_cancelled_contender,3,262144,3,2175.403097,1509.000038
eta_signal.effect_seam.edge.candidate_cancelled_contender,3,262144,4,2177.147508,1509.000038
eta_signal.effect_seam.edge.candidate_cancelled_contender,3,262144,5,2179.081093,1509.000038
eta_signal.effect_seam.edge.candidate_cancelled_contender,3,262144,6,2179.562216,1509.000038
eta_signal.effect_seam.edge.candidate_cancelled_contender,3,262144,7,2178.710929,1509.000038
eta_signal.effect_seam.edge.candidate_cancelled_contender,3,262144,8,2182.208846,1509.000038
eta_signal.effect_seam.edge.candidate_cancelled_contender,3,262144,9,2179.031071,1509.000038
eta_signal.effect_seam.edge.reference_cancelled_contender,3,65536,1,8691.193216,6911.000153
eta_signal.effect_seam.edge.reference_cancelled_contender,3,65536,2,8691.953553,6911.000153
eta_signal.effect_seam.edge.reference_cancelled_contender,3,65536,3,8714.170690,6911.000153
eta_signal.effect_seam.edge.reference_cancelled_contender,3,65536,4,8715.775039,6911.000153
eta_signal.effect_seam.edge.reference_cancelled_contender,3,65536,5,8711.835108,6911.000153
eta_signal.effect_seam.edge.reference_cancelled_contender,3,65536,6,8709.641406,6911.000153
eta_signal.effect_seam.edge.reference_cancelled_contender,3,65536,7,8695.740689,6911.000153
eta_signal.effect_seam.edge.reference_cancelled_contender,3,65536,8,8707.778761,6911.000153
eta_signal.effect_seam.edge.reference_cancelled_contender,3,65536,9,8699.829777,6911.000153
