name,operations,sample,wall_ns,allocated_words
incr_map.data_change.10000,2097152,4,276.616561,180.000005
incr_map.data_change.10000,2097152,5,277.528670,180.000005
incr_map.data_change.10000,2097152,6,263.045763,180.000005
incr_map.data_change.10000,2097152,7,263.449238,180.000005
incr_map.data_change.10000,2097152,8,260.371621,180.000005
incr_map.data_change.10000,2097152,9,263.417746,180.000005
eta_signal_map.data_change.10000,64,1,13789232.820272,2571401.312500
eta_signal_map.data_change.10000,64,2,13664610.683918,2571401.312500
eta_signal_map.data_change.10000,64,3,13464640.825987,2571401.312500
eta_signal_map.data_change.10000,64,4,13828951.865435,2571401.312500
eta_signal_map.data_change.10000,64,5,13840388.506651,2571401.312500
eta_signal_map.data_change.10000,64,6,13792000.710964,2571401.312500
eta_signal_map.data_change.10000,64,7,13320188.969374,2571401.312500
eta_signal_map.data_change.10000,64,8,13366267.085075,2571401.312500
eta_signal_map.data_change.10000,64,9,14117609.709501,2571401.312500
incr_map.child_change.10000,8388608,1,94.576848,78.000001
incr_map.child_change.10000,8388608,2,93.971124,78.000001
incr_map.child_change.10000,8388608,3,93.713311,78.000001
incr_map.child_change.10000,8388608,4,94.303374,78.000001
incr_map.child_change.10000,8388608,5,94.307069,78.000001
incr_map.child_change.10000,8388608,6,95.754018,78.000001
incr_map.child_change.10000,8388608,7,95.621459,78.000001
incr_map.child_change.10000,8388608,8,93.617672,78.000001
incr_map.child_change.10000,8388608,9,96.100933,78.000001
eta_signal_map.child_change.10000,16,1,58839634.060860,6993791.250000
eta_signal_map.child_change.10000,16,2,59242814.779282,6993791.250000
eta_signal_map.child_change.10000,16,3,58681935.071945,6993791.250000
eta_signal_map.child_change.10000,16,4,61871126.294136,6993791.250000
eta_signal_map.child_change.10000,16,5,61299949.884415,6993791.250000
eta_signal_map.child_change.10000,16,6,60416191.816330,6993791.250000
eta_signal_map.child_change.10000,16,7,62698811.292648,6993791.250000
eta_signal_map.child_change.10000,16,8,60694620.013237,6993791.250000
eta_signal_map.child_change.10000,16,9,64330503.344536,6993791.250000
incr_map.data_change.100000,2097152,1,312.913016,228.000005
incr_map.data_change.100000,2097152,2,315.757688,228.000005
incr_map.data_change.100000,2097152,3,319.596779,228.000005
incr_map.data_change.100000,2097152,4,322.906999,228.000005
incr_map.data_change.100000,2097152,5,317.521085,228.000005
incr_map.data_change.100000,2097152,6,324.516236,228.000005
incr_map.data_change.100000,2097152,7,320.602453,228.000005
incr_map.data_change.100000,2097152,8,320.793106,228.000005
incr_map.data_change.100000,2097152,9,320.921345,228.000005
eta_signal_map.data_change.100000,2,1,284654974.937439,25106642.000000
eta_signal_map.data_change.100000,2,2,301580429.077148,25106642.000000
eta_signal_map.data_change.100000,2,3,310819029.808044,25106642.000000
eta_signal_map.data_change.100000,2,4,325841069.221497,25106642.000000
eta_signal_map.data_change.100000,2,5,328962445.259094,25106642.000000
eta_signal_map.data_change.100000,2,6,282894015.312195,25106642.000000
eta_signal_map.data_change.100000,2,7,271370053.291321,25106642.000000
eta_signal_map.data_change.100000,2,8,281736493.110657,25106642.000000
eta_signal_map.data_change.100000,2,9,302355527.877808,25106642.000000
incr_map.child_change.100000,8388608,1,104.860050,102.000001
incr_map.child_change.100000,8388608,2,103.788011,102.000001
incr_map.child_change.100000,8388608,3,105.158222,102.000001
incr_map.child_change.100000,8388608,4,105.355980,102.000001
incr_map.child_change.100000,8388608,5,105.057467,102.000001
incr_map.child_change.100000,8388608,6,104.509809,102.000001
incr_map.child_change.100000,8388608,7,103.965874,102.000001
incr_map.child_change.100000,8388608,8,105.461368,102.000001
incr_map.child_change.100000,8388608,9,106.860142,102.000001
eta_signal_map.child_change.100000,1,1,1799996852.874756,72998406.000000
eta_signal_map.child_change.100000,1,2,1749125957.489014,72998406.000000
eta_signal_map.child_change.100000,1,3,1751825094.223022,72998406.000000
eta_signal_map.child_change.100000,1,4,1627119064.331055,72998406.000000
eta_signal_map.child_change.100000,1,5,1715713977.813721,72998406.000000
eta_signal_map.child_change.100000,1,6,1775838136.672974,72998406.000000
eta_signal_map.child_change.100000,1,7,1741518974.304199,72998406.000000
eta_signal_map.child_change.100000,1,8,1722201824.188232,72998406.000000
eta_signal_map.child_change.100000,1,9,1628062009.811401,72998406.000000
