name,operations,sample,wall_ns,allocated_words
incr_map.data_change.10000,2097152,5,286.652153,186.000005
incr_map.data_change.10000,2097152,6,293.998255,186.000005
incr_map.data_change.10000,2097152,7,286.574391,186.000005
incr_map.data_change.10000,2097152,8,297.752422,186.000005
incr_map.data_change.10000,2097152,9,289.797299,186.000005
eta_signal_map.data_change.10000,4096,1,203094.503377,740.002441
eta_signal_map.data_change.10000,4096,2,202827.912290,740.002441
eta_signal_map.data_change.10000,4096,3,201083.719730,740.002441
eta_signal_map.data_change.10000,4096,4,200623.762794,740.002441
eta_signal_map.data_change.10000,4096,5,200355.192646,740.002441
eta_signal_map.data_change.10000,4096,6,200500.013307,740.002441
eta_signal_map.data_change.10000,4096,7,200222.653802,740.002441
eta_signal_map.data_change.10000,4096,8,200469.512492,740.002441
eta_signal_map.data_change.10000,4096,9,200928.712729,740.002441
incr_map.data_change.100000,2097152,1,379.224275,234.000005
incr_map.data_change.100000,2097152,2,382.306553,234.000005
incr_map.data_change.100000,2097152,3,376.647563,234.000005
incr_map.data_change.100000,2097152,4,376.828666,234.000005
incr_map.data_change.100000,2097152,5,360.326339,234.000005
incr_map.data_change.100000,2097152,6,345.751232,234.000005
incr_map.data_change.100000,2097152,7,350.953542,234.000005
incr_map.data_change.100000,2097152,8,352.168058,234.000005
incr_map.data_change.100000,2097152,9,345.461444,234.000005
eta_signal_map.data_change.100000,128,1,4838086.664677,832.078125
eta_signal_map.data_change.100000,128,2,4725117.236376,832.078125
eta_signal_map.data_change.100000,128,3,6069600.582123,832.078125
eta_signal_map.data_change.100000,128,4,5571344.867349,832.078125
eta_signal_map.data_change.100000,128,5,5632430.315018,832.078125
eta_signal_map.data_change.100000,128,6,5872780.457139,832.078125
eta_signal_map.data_change.100000,128,7,4676101.729274,832.078125
eta_signal_map.data_change.100000,128,8,4618633.538485,832.078125
eta_signal_map.data_change.100000,128,9,5017351.359129,832.078125
incr_map.membership_change.10000,2097152,1,473.326622,349.500005
incr_map.membership_change.10000,2097152,2,473.587079,349.500005
incr_map.membership_change.10000,2097152,3,476.005539,349.500005
incr_map.membership_change.10000,2097152,4,475.538286,349.500005
incr_map.membership_change.10000,2097152,5,478.769266,349.500005
incr_map.membership_change.10000,2097152,6,484.275347,349.500005
incr_map.membership_change.10000,2097152,7,474.784429,349.500005
incr_map.membership_change.10000,2097152,8,472.682473,349.500005
incr_map.membership_change.10000,2097152,9,474.692342,349.500005
eta_signal_map.membership_change.10000,4096,1,182558.316737,995.002441
eta_signal_map.membership_change.10000,4096,2,183059.077244,999.002686
eta_signal_map.membership_change.10000,4096,3,182466.057595,995.002441
eta_signal_map.membership_change.10000,4096,4,181289.797183,995.002441
eta_signal_map.membership_change.10000,4096,5,181312.556379,995.002441
eta_signal_map.membership_change.10000,4096,6,181445.095222,1003.002686
eta_signal_map.membership_change.10000,4096,7,181479.961611,995.002441
eta_signal_map.membership_change.10000,4096,8,181912.095286,995.002441
eta_signal_map.membership_change.10000,4096,9,181504.874490,995.002441
incr_map.membership_change.100000,1048576,1,571.655391,439.500010
incr_map.membership_change.100000,1048576,2,574.501883,439.500010
incr_map.membership_change.100000,1048576,3,573.569196,439.500010
incr_map.membership_change.100000,1048576,4,571.589453,439.500010
incr_map.membership_change.100000,1048576,5,565.729124,439.500010
incr_map.membership_change.100000,1048576,6,568.027417,439.500010
incr_map.membership_change.100000,1048576,7,569.882332,439.500010
incr_map.membership_change.100000,1048576,8,570.823659,439.500010
incr_map.membership_change.100000,1048576,9,556.359282,439.500010
eta_signal_map.membership_change.100000,128,1,4955289.885402,1128.078125
eta_signal_map.membership_change.100000,128,2,4357945.173979,1132.085938
eta_signal_map.membership_change.100000,128,3,4281600.937247,1128.078125
eta_signal_map.membership_change.100000,128,4,4232529.550791,1128.078125
eta_signal_map.membership_change.100000,128,5,4309032.112360,1128.078125
eta_signal_map.membership_change.100000,128,6,4194116.219878,1136.085938
eta_signal_map.membership_change.100000,128,7,4080647.602677,1128.078125
eta_signal_map.membership_change.100000,128,8,4186710.342765,1128.078125
eta_signal_map.membership_change.100000,128,9,4264257.848263,1128.078125
incr_map.child_change.10000,8388608,1,116.115331,84.000001
incr_map.child_change.10000,8388608,2,114.612931,84.000001
incr_map.child_change.10000,8388608,3,118.554965,84.000001
incr_map.child_change.10000,8388608,4,119.424953,84.000001
incr_map.child_change.10000,8388608,5,117.824783,84.000001
incr_map.child_change.10000,8388608,6,118.714098,84.000001
incr_map.child_change.10000,8388608,7,119.201303,84.000001
incr_map.child_change.10000,8388608,8,119.716049,84.000001
incr_map.child_change.10000,8388608,9,121.753942,84.000001
eta_signal_map.child_change.10000,1024,1,773677.835241,434.009766
eta_signal_map.child_change.10000,1024,2,783323.310316,434.009766
eta_signal_map.child_change.10000,1024,3,866220.565513,434.009766
eta_signal_map.child_change.10000,1024,4,919035.170227,434.009766
eta_signal_map.child_change.10000,1024,5,873330.049217,434.009766
eta_signal_map.child_change.10000,1024,6,874484.190717,434.009766
eta_signal_map.child_change.10000,1024,7,804089.941084,434.009766
eta_signal_map.child_change.10000,1024,8,792922.917753,434.009766
eta_signal_map.child_change.10000,1024,9,814269.529656,434.009766
incr_map.child_change.100000,4194304,1,128.175770,108.000002
incr_map.child_change.100000,4194304,2,128.108297,108.000002
incr_map.child_change.100000,4194304,3,127.823341,108.000002
incr_map.child_change.100000,4194304,4,126.706141,108.000002
incr_map.child_change.100000,4194304,5,127.086366,108.000002
incr_map.child_change.100000,4194304,6,124.770168,108.000002
incr_map.child_change.100000,4194304,7,122.713345,108.000002
incr_map.child_change.100000,4194304,8,127.276166,108.000002
incr_map.child_change.100000,4194304,9,128.079193,108.000002
eta_signal_map.child_change.100000,32,1,29294192.790985,458.312500
eta_signal_map.child_change.100000,32,2,28659060.597420,458.312500
eta_signal_map.child_change.100000,32,3,29311619.699001,458.312500
eta_signal_map.child_change.100000,32,4,29593221.843243,458.312500
eta_signal_map.child_change.100000,32,5,29914565.384388,458.312500
eta_signal_map.child_change.100000,32,6,30004404.485226,458.312500
eta_signal_map.child_change.100000,32,7,29601283.371449,458.312500
eta_signal_map.child_change.100000,32,8,29619723.558426,458.312500
eta_signal_map.child_change.100000,32,9,30663967.132568,458.312500
