name,operations,sample,wall_ns,allocated_words
incremental.changed.depth_1,16777216,1,55.546337,6.000001
incremental.changed.depth_1,16777216,2,53.704980,6.000001
incremental.changed.depth_1,16777216,3,51.589495,6.000001
incremental.changed.depth_1,16777216,4,51.473563,6.000001
incremental.changed.depth_1,16777216,5,51.531742,6.000001
incremental.changed.depth_1,16777216,6,51.191208,6.000001
incremental.changed.depth_1,16777216,7,51.176968,6.000001
incremental.changed.depth_1,16777216,8,51.178631,6.000001
incremental.changed.depth_1,16777216,9,51.586866,6.000001
eta_signal.changed.depth_1,1048576,1,491.766968,328.000010
eta_signal.changed.depth_1,1048576,2,491.316769,328.000010
eta_signal.changed.depth_1,1048576,3,492.538447,328.000010
eta_signal.changed.depth_1,1048576,4,492.351546,328.000010
eta_signal.changed.depth_1,1048576,5,496.139592,328.000010
eta_signal.changed.depth_1,1048576,6,498.635245,328.000010
eta_signal.changed.depth_1,1048576,7,496.685971,328.000010
eta_signal.changed.depth_1,1048576,8,488.831574,328.000010
eta_signal.changed.depth_1,1048576,9,501.906243,328.000010
incremental.changed.depth_10,4194304,1,125.655674,6.000002
incremental.changed.depth_10,4194304,2,127.274518,6.000002
incremental.changed.depth_10,4194304,3,127.767294,6.000002
incremental.changed.depth_10,4194304,4,127.847670,6.000002
incremental.changed.depth_10,4194304,5,128.188105,6.000002
incremental.changed.depth_10,4194304,6,128.170484,6.000002
incremental.changed.depth_10,4194304,7,128.068905,6.000002
incremental.changed.depth_10,4194304,8,127.957776,6.000002
incremental.changed.depth_10,4194304,9,128.193903,6.000002
eta_signal.changed.depth_10,524288,1,1383.783001,472.000019
eta_signal.changed.depth_10,524288,2,1386.102667,472.000019
eta_signal.changed.depth_10,524288,3,1385.150881,472.000019
eta_signal.changed.depth_10,524288,4,1379.812147,472.000019
eta_signal.changed.depth_10,524288,5,1377.548415,472.000019
eta_signal.changed.depth_10,524288,6,1379.409696,472.000019
eta_signal.changed.depth_10,524288,7,1377.071385,472.000019
eta_signal.changed.depth_10,524288,8,1377.790340,472.000019
eta_signal.changed.depth_10,524288,9,1378.381512,472.000019
incremental.changed.depth_100,524288,1,1065.242486,6.000019
incremental.changed.depth_100,524288,2,1054.893346,6.000019
incremental.changed.depth_100,524288,3,1059.522674,6.000019
incremental.changed.depth_100,524288,4,1064.027856,6.000019
incremental.changed.depth_100,524288,5,1060.458999,6.000019
incremental.changed.depth_100,524288,6,1058.563157,6.000019
incremental.changed.depth_100,524288,7,1056.946076,6.000019
incremental.changed.depth_100,524288,8,1058.931048,6.000019
incremental.changed.depth_100,524288,9,1059.433089,6.000019
eta_signal.changed.depth_100,32768,1,15275.240003,2524.000305
eta_signal.changed.depth_100,32768,2,15277.095372,2524.000305
eta_signal.changed.depth_100,32768,3,15339.479432,2524.000305
eta_signal.changed.depth_100,32768,4,15334.931959,2524.000305
eta_signal.changed.depth_100,32768,5,15330.471797,2524.000305
eta_signal.changed.depth_100,32768,6,15346.588043,2524.000305
eta_signal.changed.depth_100,32768,7,15287.449060,2524.000305
eta_signal.changed.depth_100,32768,8,15221.281501,2524.000305
eta_signal.changed.depth_100,32768,9,15171.048290,2524.000305
incremental.cutoff.depth_10,16777216,1,32.781955,0.000001
incremental.cutoff.depth_10,16777216,2,32.784229,0.000001
incremental.cutoff.depth_10,16777216,3,32.799548,0.000001
incremental.cutoff.depth_10,16777216,4,32.543710,0.000001
incremental.cutoff.depth_10,16777216,5,32.508737,0.000001
incremental.cutoff.depth_10,16777216,6,32.551696,0.000001
incremental.cutoff.depth_10,16777216,7,32.225316,0.000001
incremental.cutoff.depth_10,16777216,8,32.180850,0.000001
incremental.cutoff.depth_10,16777216,9,32.221791,0.000001
eta_signal.cutoff.depth_10,524288,1,1189.773684,432.000019
eta_signal.cutoff.depth_10,524288,2,1183.072982,432.000019
