name,operations,sample,wall_ns,allocated_words
incremental.changed.depth_1,16777216,1,55.793819,6.000001
incremental.changed.depth_1,16777216,2,55.772844,6.000001
incremental.changed.depth_1,16777216,3,55.756516,6.000001
incremental.changed.depth_1,16777216,4,55.747748,6.000001
incremental.changed.depth_1,16777216,5,55.148249,6.000001
incremental.changed.depth_1,16777216,6,52.964339,6.000001
incremental.changed.depth_1,16777216,7,56.525238,6.000001
incremental.changed.depth_1,16777216,8,57.929213,6.000001
incremental.changed.depth_1,16777216,9,51.541505,6.000001
eta_signal.changed.depth_1,1048576,1,491.717401,328.000010
eta_signal.changed.depth_1,1048576,2,492.413619,328.000010
eta_signal.changed.depth_1,1048576,3,497.698011,328.000010
eta_signal.changed.depth_1,1048576,4,491.390210,328.000010
eta_signal.changed.depth_1,1048576,5,490.131470,328.000010
eta_signal.changed.depth_1,1048576,6,509.485290,328.000010
eta_signal.changed.depth_1,1048576,7,504.317313,328.000010
eta_signal.changed.depth_1,1048576,8,498.909003,328.000010
eta_signal.changed.depth_1,1048576,9,504.761829,328.000010
incremental.changed.depth_10,4194304,1,126.339160,6.000002
incremental.changed.depth_10,4194304,2,126.001623,6.000002
incremental.changed.depth_10,4194304,3,126.950738,6.000002
incremental.changed.depth_10,4194304,4,128.829015,6.000002
incremental.changed.depth_10,4194304,5,136.195183,6.000002
incremental.changed.depth_10,4194304,6,130.384706,6.000002
incremental.changed.depth_10,4194304,7,122.288725,6.000002
incremental.changed.depth_10,4194304,8,126.029704,6.000002
incremental.changed.depth_10,4194304,9,192.327263,6.000002
eta_signal.changed.depth_10,262144,1,5662.293006,472.000038
eta_signal.changed.depth_10,262144,2,4918.902960,472.000038
eta_signal.changed.depth_10,262144,3,1710.670404,472.000038
eta_signal.changed.depth_10,262144,4,1419.105502,472.000038
eta_signal.changed.depth_10,262144,5,1404.605428,472.000038
eta_signal.changed.depth_10,262144,6,1395.119398,472.000038
eta_signal.changed.depth_10,262144,7,1392.353624,472.000038
eta_signal.changed.depth_10,262144,8,1389.877980,472.000038
eta_signal.changed.depth_10,262144,9,1382.747541,472.000038
incremental.changed.depth_100,524288,1,1074.325610,6.000019
incremental.changed.depth_100,524288,2,1072.412488,6.000019
incremental.changed.depth_100,524288,3,1064.195658,6.000019
incremental.changed.depth_100,524288,4,1045.585577,6.000019
incremental.changed.depth_100,524288,5,1041.652922,6.000019
incremental.changed.depth_100,524288,6,1041.860287,6.000019
incremental.changed.depth_100,524288,7,1047.836122,6.000019
incremental.changed.depth_100,524288,8,1042.795247,6.000019
incremental.changed.depth_100,524288,9,1042.099029,6.000019
eta_signal.changed.depth_100,32768,1,15317.928046,2524.000305
eta_signal.changed.depth_100,32768,2,15356.381482,2524.000305
eta_signal.changed.depth_100,32768,3,15321.777028,2524.000305
eta_signal.changed.depth_100,32768,4,15502.810129,2524.000305
eta_signal.changed.depth_100,32768,5,15429.446648,2524.000305
eta_signal.changed.depth_100,32768,6,15412.202629,2524.000305
eta_signal.changed.depth_100,32768,7,15405.668819,2524.000305
eta_signal.changed.depth_100,32768,8,15409.794287,2524.000305
eta_signal.changed.depth_100,32768,9,15265.381080,2524.000305
incremental.cutoff.depth_10,16777216,1,32.442571,0.000001
incremental.cutoff.depth_10,16777216,2,32.426300,0.000001
incremental.cutoff.depth_10,16777216,3,32.260772,0.000001
incremental.cutoff.depth_10,16777216,4,32.189078,0.000001
incremental.cutoff.depth_10,16777216,5,32.126010,0.000001
incremental.cutoff.depth_10,16777216,6,32.150453,0.000001
incremental.cutoff.depth_10,16777216,7,32.119814,0.000001
