name,operations,sample,wall_ns,allocated_words
incr_map.membership_change.10000,1048576,8,492.249455,349.500010
incr_map.membership_change.10000,1048576,9,492.637810,349.500010
eta_signal_map.membership_change.10000,4096,1,192633.306142,1001.002441
eta_signal_map.membership_change.10000,4096,2,199870.148208,1005.002686
eta_signal_map.membership_change.10000,4096,3,204552.488867,1001.002441
eta_signal_map.membership_change.10000,4096,4,207338.889595,1001.002441
eta_signal_map.membership_change.10000,4096,5,208100.827876,1001.002441
eta_signal_map.membership_change.10000,4096,6,207007.571589,1009.002686
eta_signal_map.membership_change.10000,4096,7,201339.600608,1001.002441
eta_signal_map.membership_change.10000,4096,8,194432.097487,1001.002441
eta_signal_map.membership_change.10000,4096,9,191454.077139,1001.002441
incr_map.membership_change.100000,1048576,1,569.282747,439.500010
incr_map.membership_change.100000,1048576,2,562.871946,439.500010
incr_map.membership_change.100000,1048576,3,563.511776,439.500010
incr_map.membership_change.100000,1048576,4,555.895667,439.500010
incr_map.membership_change.100000,1048576,5,562.557261,439.500010
incr_map.membership_change.100000,1048576,6,566.144990,439.500010
incr_map.membership_change.100000,1048576,7,569.435997,439.500010
incr_map.membership_change.100000,1048576,8,582.264875,439.500010
incr_map.membership_change.100000,1048576,9,584.061581,439.500010
eta_signal_map.membership_change.100000,128,1,4036633.297801,1134.078125
eta_signal_map.membership_change.100000,128,2,4027625.545859,1138.085938
eta_signal_map.membership_change.100000,128,3,4065319.895744,1134.078125
eta_signal_map.membership_change.100000,128,4,4038000.479341,1134.078125
eta_signal_map.membership_change.100000,128,5,3989711.403847,1134.078125
eta_signal_map.membership_change.100000,128,6,3988882.526755,1142.085938
eta_signal_map.membership_change.100000,128,7,4083506.762981,1134.078125
eta_signal_map.membership_change.100000,128,8,4014022.648335,1134.078125
eta_signal_map.membership_change.100000,128,9,3990704.193711,1134.078125
incr_map.child_change.10000,8388608,1,110.756730,84.000001
incr_map.child_change.10000,8388608,2,110.825198,84.000001
incr_map.child_change.10000,8388608,3,110.762613,84.000001
incr_map.child_change.10000,8388608,4,111.162791,84.000001
incr_map.child_change.10000,8388608,5,111.383656,84.000001
incr_map.child_change.10000,8388608,6,116.679928,84.000001
incr_map.child_change.10000,8388608,7,117.741820,84.000001
incr_map.child_change.10000,8388608,8,119.116294,84.000001
incr_map.child_change.10000,8388608,9,118.666179,84.000001
eta_signal_map.child_change.10000,1024,1,816585.961729,440.009766
eta_signal_map.child_change.10000,1024,2,849752.919748,440.009766
eta_signal_map.child_change.10000,1024,3,825993.251055,440.009766
eta_signal_map.child_change.10000,1024,4,811549.834907,440.009766
eta_signal_map.child_change.10000,1024,5,801408.197731,440.009766
eta_signal_map.child_change.10000,1024,6,855386.722833,440.009766
eta_signal_map.child_change.10000,1024,7,802242.197096,440.009766
eta_signal_map.child_change.10000,1024,8,823426.758870,440.009766
eta_signal_map.child_change.10000,1024,9,807133.736089,440.009766
incr_map.child_change.100000,4194304,1,127.398266,108.000002
incr_map.child_change.100000,4194304,2,128.468059,108.000002
