pair,name,operations,sample,wall_ns,allocated_words
3,r1m.failed_retry.depth_10,2097152,9,252.764721,8.000005
3,r1m.failed_retry.depth_100,262144,1,1990.596502,8.000038
3,r1m.failed_retry.depth_100,262144,2,1991.421414,8.000038
3,r1m.failed_retry.depth_100,262144,3,1990.620149,8.000038
3,r1m.failed_retry.depth_100,262144,4,1986.801180,8.000038
3,r1m.failed_retry.depth_100,262144,5,1987.094947,8.000038
3,r1m.failed_retry.depth_100,262144,6,1987.307769,8.000038
3,r1m.failed_retry.depth_100,262144,7,1987.518772,8.000038
3,r1m.failed_retry.depth_100,262144,8,1984.996743,8.000038
3,r1m.failed_retry.depth_100,262144,9,1986.778443,8.000038
3,incremental.raw.changed.depth_1,16777216,1,33.784033,0.000001
3,incremental.raw.changed.depth_1,16777216,2,32.145508,0.000001
3,incremental.raw.changed.depth_1,16777216,3,31.105699,0.000001
3,incremental.raw.changed.depth_1,16777216,4,30.884209,0.000001
3,incremental.raw.changed.depth_1,16777216,5,31.067188,0.000001
3,incremental.raw.changed.depth_1,16777216,6,31.594624,0.000001
3,incremental.raw.changed.depth_1,16777216,7,31.603690,0.000001
3,incremental.raw.changed.depth_1,16777216,8,31.567041,0.000001
3,incremental.raw.changed.depth_1,16777216,9,31.516919,0.000001
