attack_id,second,rss_kb,live_words,minor_words_delta,major_words_delta,user_cpu_seconds_delta,system_cpu_seconds_delta,fd_count,fiber_count,stream_active,stream_cancelled,stream_live,frames_seen,dropped_frames,disconnected,error_class
stream_id_jumps,13,38624,149208,2097150,102529,0.007834,0.004891,4,0,0,0,0,16656,16656,true,stream_admission_rejected
stream_id_jumps,14,38624,149208,2097150,102529,0.008194,0.004891,4,0,0,0,0,17168,17168,true,stream_admission_rejected
stream_id_jumps,15,38624,149208,2097150,102529,0.008403,0.004891,4,0,0,0,0,17680,17680,true,stream_admission_rejected
stream_id_jumps,16,38624,149208,2097150,102529,0.008594,0.004891,4,0,0,0,0,18192,18192,true,stream_admission_rejected
stream_id_jumps,17,38624,149208,2097150,102529,0.008890,0.004891,4,0,0,0,0,18704,18704,true,stream_admission_rejected
stream_id_jumps,18,38624,149208,2097150,102529,0.009003,0.005018,4,0,0,0,0,19216,19216,true,stream_admission_rejected
stream_id_jumps,19,38624,149208,2097150,102529,0.009003,0.005232,4,0,0,0,0,19728,19728,true,stream_admission_rejected
stream_id_jumps,20,38624,149208,2097150,102529,0.009003,0.005487,4,0,0,0,0,20240,20240,true,stream_admission_rejected
stream_id_jumps,21,38624,149208,2097150,102529,0.009003,0.005830,4,0,0,0,0,20752,20752,true,stream_admission_rejected
stream_id_jumps,22,38624,149208,2097150,102529,0.009003,0.006118,4,0,0,0,0,21264,21264,true,stream_admission_rejected
stream_id_jumps,23,38624,149208,2097150,102529,0.009003,0.006495,4,0,0,0,0,21776,21776,true,stream_admission_rejected
stream_id_jumps,24,38624,149208,2097150,102529,0.009003,0.006802,4,0,0,0,0,22288,22288,true,stream_admission_rejected
stream_id_jumps,25,38624,149208,2097150,102529,0.009003,0.007051,4,0,0,0,0,22800,22800,true,stream_admission_rejected
stream_id_jumps,26,38624,149208,2097150,102529,0.009003,0.007313,4,0,0,0,0,23312,23312,true,stream_admission_rejected
stream_id_jumps,27,38624,149208,2097150,102529,0.009003,0.007488,4,0,0,0,0,23824,23824,true,stream_admission_rejected
stream_id_jumps,28,38624,149208,2097150,102529,0.009003,0.007768,4,0,0,0,0,24336,24336,true,stream_admission_rejected
stream_id_jumps,29,38624,149208,2097150,102529,0.009003,0.007993,4,0,0,0,0,24848,24848,true,stream_admission_rejected
stream_id_jumps,30,38624,149208,2097150,102529,0.009003,0.008320,4,0,0,0,0,25360,25360,true,stream_admission_rejected
rst_rate_exceeded,0,38560,149208,2097150,102529,0.004619,0.004344,4,0,0,0,0,250,150,true,rst_rate_exceeded
rst_rate_exceeded,1,38624,149208,2097150,102529,0.004796,0.004435,4,0,0,0,0,500,400,true,rst_rate_exceeded
rst_rate_exceeded,2,38624,149208,2097150,102529,0.004962,0.004520,4,0,0,0,0,750,650,true,rst_rate_exceeded
rst_rate_exceeded,3,38624,149208,2097150,102529,0.005083,0.004582,4,0,0,0,0,1000,900,true,rst_rate_exceeded
rst_rate_exceeded,4,38624,149208,2097150,102529,0.005253,0.004670,4,0,0,0,0,1250,1150,true,rst_rate_exceeded
rst_rate_exceeded,5,38624,149208,2097150,102529,0.005446,0.004769,4,0,0,0,0,1500,1400,true,rst_rate_exceeded
rst_rate_exceeded,6,38624,149208,2097150,102529,0.005669,0.004883,4,0,0,0,0,1750,1650,true,rst_rate_exceeded
rst_rate_exceeded,7,38624,149208,2097150,102529,0.006123,0.004891,4,0,0,0,0,2000,1900,true,rst_rate_exceeded
rst_rate_exceeded,8,38624,149208,2097150,102529,0.006462,0.004891,4,0,0,0,0,2250,2150,true,rst_rate_exceeded
rst_rate_exceeded,9,38624,149208,2097150,102529,0.006649,0.004891,4,0,0,0,0,2500,2400,true,rst_rate_exceeded
rst_rate_exceeded,10,38624,149208,2097150,102529,0.007026,0.004891,4,0,0,0,0,2750,2650,true,rst_rate_exceeded
rst_rate_exceeded,11,38624,149208,2097150,102529,0.007308,0.004891,4,0,0,0,0,3000,2900,true,rst_rate_exceeded
rst_rate_exceeded,12,38624,149208,2097150,102529,0.007579,0.004891,4,0,0,0,0,3250,3150,true,rst_rate_exceeded
rst_rate_exceeded,13,38624,149208,2097150,102529,0.007845,0.004891,4,0,0,0,0,3500,3400,true,rst_rate_exceeded
rst_rate_exceeded,14,38624,149208,2097150,102529,0.008203,0.004891,4,0,0,0,0,3750,3650,true,rst_rate_exceeded
rst_rate_exceeded,15,38624,149208,2097150,102529,0.008410,0.004891,4,0,0,0,0,4000,3900,true,rst_rate_exceeded
rst_rate_exceeded,16,38624,149208,2097150,102529,0.008601,0.004891,4,0,0,0,0,4250,4150,true,rst_rate_exceeded
rst_rate_exceeded,17,38624,149208,2097150,102529,0.008902,0.004891,4,0,0,0,0,4500,4400,true,rst_rate_exceeded
