name,operations,sample,wall_ns,allocated_words
incremental.changed.depth_100,524288,1,1032.648015,0.000019
incremental.changed.depth_100,524288,2,1039.375547,0.000019
incremental.changed.depth_100,524288,3,1079.126378,0.000019
incremental.changed.depth_100,524288,4,1081.833034,0.000019
incremental.changed.depth_100,524288,5,1079.786216,0.000019
incremental.changed.depth_100,524288,6,1079.694812,0.000019
incremental.changed.depth_100,524288,7,1081.602477,0.000019
incremental.changed.depth_100,524288,8,1078.412879,0.000019
incremental.changed.depth_100,524288,9,1078.315563,0.000019
eta_crux.changed.depth_100,16384,1,43925.057980,7425.000610
eta_crux.changed.depth_100,16384,2,40256.214561,7425.000610
eta_crux.changed.depth_100,16384,3,67812.681664,7425.000610
eta_crux.changed.depth_100,16384,4,29989.067116,7425.000610
eta_crux.changed.depth_100,16384,5,81786.129158,7425.000610
eta_crux.changed.depth_100,16384,6,26824.578526,7425.000610
eta_crux.changed.depth_100,16384,7,43950.814870,7425.000610
eta_crux.changed.depth_100,16384,8,67198.474426,7425.000610
eta_crux.changed.depth_100,16384,9,35277.524148,7425.000610
incremental.cutoff.depth_10,16777216,1,34.635121,0.000001
incremental.cutoff.depth_10,16777216,2,33.002252,0.000001
incremental.cutoff.depth_10,16777216,3,32.552890,0.000001
incremental.cutoff.depth_10,16777216,4,32.371105,0.000001
incremental.cutoff.depth_10,16777216,5,32.412899,0.000001
incremental.cutoff.depth_10,16777216,6,32.295461,0.000001
incremental.cutoff.depth_10,16777216,7,32.366998,0.000001
incremental.cutoff.depth_10,16777216,8,32.359551,0.000001
incremental.cutoff.depth_10,16777216,9,32.400138,0.000001
eta_crux.cutoff.depth_10,16384,1,27628.426324,3763.000610
eta_crux.cutoff.depth_10,16384,2,27561.894967,3763.000610
eta_crux.cutoff.depth_10,16384,3,62211.489421,3763.000610
eta_crux.cutoff.depth_10,16384,4,15592.406271,3763.000610
eta_crux.cutoff.depth_10,16384,5,73713.556048,3763.000610
eta_crux.cutoff.depth_10,16384,6,20814.084564,3763.000610
eta_crux.cutoff.depth_10,16384,7,28404.057957,3763.000610
eta_crux.cutoff.depth_10,16384,8,52873.176173,3763.000610
eta_crux.cutoff.depth_10,16384,9,42163.082981,3763.000610
incremental.changed.depth_1,16777216,1,34.951753,0.000001
incremental.changed.depth_1,16777216,2,34.943398,0.000001
incremental.changed.depth_1,16777216,3,34.390453,0.000001
incremental.changed.depth_1,16777216,4,33.707252,0.000001
incremental.changed.depth_1,16777216,5,33.096427,0.000001
incremental.changed.depth_1,16777216,6,33.178026,0.000001
incremental.changed.depth_1,16777216,7,33.210867,0.000001
incremental.changed.depth_1,16777216,8,33.287520,0.000001
incremental.changed.depth_1,16777216,9,33.676912,0.000001
eta_crux.changed.depth_1,16384,1,28274.720535,3663.000610
eta_crux.changed.depth_1,16384,2,28745.605960,3663.000610
eta_crux.changed.depth_1,16384,3,61434.810050,3663.000610
eta_crux.changed.depth_1,16384,4,15891.913790,3663.000610
eta_crux.changed.depth_1,16384,5,68832.217949,3663.000610
eta_crux.changed.depth_1,16384,6,18438.717234,3663.000610
eta_crux.changed.depth_1,16384,7,26213.383535,3663.000610
eta_crux.changed.depth_1,16384,8,43432.621169,3663.000610
eta_crux.changed.depth_1,16384,9,39939.142880,3663.000610
incremental.changed.depth_10,8388608,1,103.290319,0.000001
incremental.changed.depth_10,8388608,2,100.876804,0.000001
incremental.changed.depth_10,8388608,3,102.436303,0.000001
incremental.changed.depth_10,8388608,4,103.354807,0.000001
incremental.changed.depth_10,8388608,5,102.681383,0.000001
incremental.changed.depth_10,8388608,6,102.696646,0.000001
incremental.changed.depth_10,8388608,7,103.662273,0.000001
incremental.changed.depth_10,8388608,8,105.684506,0.000001
incremental.changed.depth_10,8388608,9,102.280154,0.000001
eta_crux.changed.depth_10,16384,1,30454.350053,4005.000610
eta_crux.changed.depth_10,16384,2,28041.569749,4005.000610
eta_crux.changed.depth_10,16384,3,59203.302953,4005.000610
eta_crux.changed.depth_10,16384,4,15775.643988,4005.000610
eta_crux.changed.depth_10,16384,5,64469.728386,4005.000610
eta_crux.changed.depth_10,16384,6,17089.478206,4005.000610
eta_crux.changed.depth_10,16384,7,27486.763429,4005.000610
eta_crux.changed.depth_10,16384,8,44186.701416,4005.000610
eta_crux.changed.depth_10,16384,9,37704.157876,4005.000610
incremental.dynamic.switch,4194304,1,119.666367,43.000002
incremental.dynamic.switch,4194304,2,123.279790,43.000002
incremental.dynamic.switch,4194304,3,119.467245,43.000002
incremental.dynamic.switch,4194304,4,121.125709,43.000002
incremental.dynamic.switch,4194304,5,121.831931,43.000002
incremental.dynamic.switch,4194304,6,121.519804,43.000002
incremental.dynamic.switch,4194304,7,123.474138,43.000002
incremental.dynamic.switch,4194304,8,123.951452,43.000002
incremental.dynamic.switch,4194304,9,121.750588,43.000002
eta_crux.dynamic.switch,16384,1,29456.306947,3981.000610
eta_crux.dynamic.switch,16384,2,28113.528970,3981.000610
eta_crux.dynamic.switch,16384,3,58091.492974,3981.000610
eta_crux.dynamic.switch,16384,4,15694.458853,3981.000610
eta_crux.dynamic.switch,16384,5,68314.693635,3981.000610
eta_crux.dynamic.switch,16384,6,17989.616026,3981.000610
eta_crux.dynamic.switch,16384,7,28562.135412,3981.000610
eta_crux.dynamic.switch,16384,8,48412.970500,3981.000610
eta_crux.dynamic.switch,16384,9,36228.084355,3981.000610
